actor_last_name,actor_id,film_id,actor_first_name,film_title
WAHLBERG,2,485,NICK,JERSEY SASSY
WAHLBERG,2,518,NICK,LIAISONS SWEET
WAHLBERG,2,540,NICK,LUCKY FLYING
WAHLBERG,2,550,NICK,MAGUIRE APACHE
WAHLBERG,2,555,NICK,MALLRATS UNITED
WAHLBERG,2,561,NICK,MASK PEACH
WAHLBERG,2,742,NICK,ROOF CHAMPION
WAHLBERG,2,754,NICK,RUSHMORE MERMAID
WAHLBERG,2,811,NICK,SMILE EARRING
WAHLBERG,2,958,NICK,WARDROBE PHANTOM
CHASE,3,17,ED,ALONE TRIP
CHASE,3,40,ED,ARMY FLINTSTONES
CHASE,3,42,ED,ARTIST COLDBLOODED
CHASE,3,87,ED,BOONDOCK BALLROOM
CHASE,3,111,ED,CADDYSHACK JEDI
CHASE,3,185,ED,COWBOY DOOM
CHASE,3,289,ED,EVE RESURRECTION
CHASE,3,329,ED,FORREST SONS
CHASE,3,336,ED,FRENCH HOLIDAY
CHASE,3,341,ED,FROST HEAD
CHASE,3,393,ED,HALLOWEEN NUTS
CHASE,3,441,ED,HUNTER ALTER
CHASE,3,453,ED,IMAGE PRINCESS
CHASE,3,480,ED,JEEPERS WEDDING
CHASE,3,539,ED,LUCK OPUS
CHASE,3,618,ED,NECKLACE OUTBREAK
CHASE,3,685,ED,PLATOON INSTINCT
CHASE,3,827,ED,SPICE SORORITY
CHASE,3,966,ED,WEDDING APOLLO
CHASE,3,967,ED,WEEKEND PERSONAL
CHASE,3,971,ED,WHALE BIKINI
CHASE,3,996,ED,YOUNG LANGUAGE
DAVIS,4,23,JENNIFER,ANACONDA CONFESSIONS
DAVIS,4,25,JENNIFER,ANGELS LIFE
DAVIS,4,56,JENNIFER,BAREFOOT MANCHURIAN
DAVIS,4,62,JENNIFER,BED HIGHBALL
DAVIS,4,79,JENNIFER,BLADE POLISH
DAVIS,4,87,JENNIFER,BOONDOCK BALLROOM
DAVIS,4,355,JENNIFER,GHOSTBUSTERS ELF
DAVIS,4,379,JENNIFER,GREEDY ROOTS
DAVIS,4,398,JENNIFER,HANOVER GALAXY
DAVIS,4,463,JENNIFER,INSTINCT AIRPORT
DAVIS,4,490,JENNIFER,JUMANJI BLADE
DAVIS,4,616,JENNIFER,NATIONAL STORY
DAVIS,4,635,JENNIFER,OKLAHOMA JUMANJI
DAVIS,4,691,JENNIFER,POSEIDON FOREVER
DAVIS,4,712,JENNIFER,RAIDERS ANTITRUST
DAVIS,4,714,JENNIFER,RANDOM GO
DAVIS,4,721,JENNIFER,REDS POCUS
DAVIS,4,798,JENNIFER,SILVERADO GOLDFINGER
DAVIS,4,832,JENNIFER,SPLASH GUMP
DAVIS,4,858,JENNIFER,SUBMARINE BED
DAVIS,4,909,JENNIFER,TREASURE COMMAND
DAVIS,4,924,JENNIFER,UNFORGIVEN ZOOLANDER
LOLLOBRIGIDA,5,19,JOHNNY,AMADEUS HOLY
LOLLOBRIGIDA,5,54,JOHNNY,BANGER PINOCCHIO
LOLLOBRIGIDA,5,85,JOHNNY,BONNIE HOLOCAUST
LOLLOBRIGIDA,5,146,JOHNNY,CHITTY LOCK
LOLLOBRIGIDA,5,171,JOHNNY,COMMANDMENTS EXPRESS
LOLLOBRIGIDA,5,172,JOHNNY,CONEHEADS SMOOCHY
LOLLOBRIGIDA,5,202,JOHNNY,DADDY PITTSBURGH
LOLLOBRIGIDA,5,203,JOHNNY,DAISY MENAGERIE
LOLLOBRIGIDA,5,286,JOHNNY,ENOUGH RAGING
LOLLOBRIGIDA,5,288,JOHNNY,ESCAPE METROPOLIS
LOLLOBRIGIDA,5,316,JOHNNY,FIRE WOLVES
LOLLOBRIGIDA,5,340,JOHNNY,FRONTIER CABIN
LOLLOBRIGIDA,5,369,JOHNNY,GOODFELLAS SALUTE
LOLLOBRIGIDA,5,375,JOHNNY,GRAIL FRANKENSTEIN
LOLLOBRIGIDA,5,383,JOHNNY,GROOVE FICTION
LOLLOBRIGIDA,5,392,JOHNNY,HALL CASSIDY
LOLLOBRIGIDA,5,411,JOHNNY,HEAVENLY GUN
LOLLOBRIGIDA,5,503,JOHNNY,KRAMER CHOCOLATE
LOLLOBRIGIDA,5,535,JOHNNY,LOVE SUICIDES
LOLLOBRIGIDA,5,571,JOHNNY,METAL ARMAGEDDON
LOLLOBRIGIDA,5,650,JOHNNY,PACIFIC AMISTAD
LOLLOBRIGIDA,5,665,JOHNNY,PATTON INTERVIEW
LOLLOBRIGIDA,5,687,JOHNNY,POCUS PULP
LOLLOBRIGIDA,5,730,JOHNNY,RIDGEMONT SUBMARINE
LOLLOBRIGIDA,5,732,JOHNNY,RINGS HEARTBREAKERS
LOLLOBRIGIDA,5,811,JOHNNY,SMILE EARRING
LOLLOBRIGIDA,5,817,JOHNNY,SOLDIERS EVOLUTION
LOLLOBRIGIDA,5,841,JOHNNY,STAR OPERATION
LOLLOBRIGIDA,5,865,JOHNNY,SUNRISE LEAGUE
NICHOLSON,6,29,BETTE,ANTITRUST TOMATOES
NICHOLSON,6,53,BETTE,BANG KWAI
NICHOLSON,6,60,BETTE,BEAST HUNCHBACK
NICHOLSON,6,70,BETTE,BIKINI BORROWERS
NICHOLSON,6,112,BETTE,CALENDAR GUNFIGHT
NICHOLSON,6,164,BETTE,COAST RAINBOW
NICHOLSON,6,165,BETTE,COLDBLOODED DARLING
NICHOLSON,6,193,BETTE,CROSSROADS CASUALTIES
NICHOLSON,6,256,BETTE,DROP WATERFRONT
NICHOLSON,6,451,BETTE,IGBY MAKER
NICHOLSON,6,503,BETTE,KRAMER CHOCOLATE
NICHOLSON,6,509,BETTE,LANGUAGE COWBOY
NICHOLSON,6,517,BETTE,LESSON CLEOPATRA
NICHOLSON,6,519,BETTE,LIBERTY MAGNIFICENT
NICHOLSON,6,605,BETTE,MULHOLLAND BEAST
NICHOLSON,6,692,BETTE,POTLUCK MIXED
NICHOLSON,6,826,BETTE,SPEED SUIT
NICHOLSON,6,892,BETTE,TITANIC BOONDOCK
NICHOLSON,6,902,BETTE,TRADING PINOCCHIO
NICHOLSON,6,994,BETTE,WYOMING STORM
MOSTEL,7,25,GRACE,ANGELS LIFE
MOSTEL,7,27,GRACE,ANONYMOUS HUMAN
MOSTEL,7,35,GRACE,ARACHNOPHOBIA ROLLERCOASTER
MOSTEL,7,67,GRACE,BERETS AGENT
MOSTEL,7,96,GRACE,BREAKING HOME
MOSTEL,7,170,GRACE,COMMAND DARLING
MOSTEL,7,173,GRACE,CONFESSIONS MAGUIRE
MOSTEL,7,217,GRACE,DAZED PUNK
MOSTEL,7,218,GRACE,DECEIVER BETRAYED
MOSTEL,7,225,GRACE,DESTINATION JERK
MOSTEL,7,292,GRACE,EXCITEMENT EVE
MOSTEL,7,351,GRACE,GASLIGHT CRUSADE
MOSTEL,7,414,GRACE,HELLFIGHTERS SIERRA
MOSTEL,7,463,GRACE,INSTINCT AIRPORT
MOSTEL,7,554,GRACE,MALKOVICH PET
MOSTEL,7,618,GRACE,NECKLACE OUTBREAK
MOSTEL,7,633,GRACE,OCTOBER SUBMARINE
MOSTEL,7,637,GRACE,OPEN AFRICAN
MOSTEL,7,691,GRACE,POSEIDON FOREVER
MOSTEL,7,758,GRACE,SAINTS BRIDE
MOSTEL,7,766,GRACE,SAVANNAH TOWN
MOSTEL,7,770,GRACE,SCISSORHANDS SLUMS
MOSTEL,7,805,GRACE,SLEEPLESS MONSOON
MOSTEL,7,806,GRACE,SLEEPY JAPANESE
MOSTEL,7,846,GRACE,STING PERSONAL
MOSTEL,7,900,GRACE,TOWN ARK
MOSTEL,7,901,GRACE,TRACY CIDER
MOSTEL,7,910,GRACE,TREATMENT JEKYLL
MOSTEL,7,957,GRACE,WAR NOTTING
MOSTEL,7,959,GRACE,WARLOCK WEREWOLF
JOHANSSON,8,47,MATTHEW,BABY HALL
JOHANSSON,8,115,MATTHEW,CAMPUS REMEMBER
JOHANSSON,8,158,MATTHEW,CLONES PINOCCHIO
JOHANSSON,8,179,MATTHEW,CONQUERER NUTS
JOHANSSON,8,195,MATTHEW,CROWDS TELEMARK
JOHANSSON,8,205,MATTHEW,DANCES NONE
JOHANSSON,8,255,MATTHEW,DRIVING POLISH
JOHANSSON,8,263,MATTHEW,DURHAM PANKY
JOHANSSON,8,321,MATTHEW,FLASH WARS
JOHANSSON,8,396,MATTHEW,HANGING DEEP
JOHANSSON,8,458,MATTHEW,INDIAN LOVE
JOHANSSON,8,523,MATTHEW,LIGHTS DEER
JOHANSSON,8,532,MATTHEW,LOSER HUSTLER
JOHANSSON,8,554,MATTHEW,MALKOVICH PET
JOHANSSON,8,752,MATTHEW,RUNNER MADIGAN
JOHANSSON,8,769,MATTHEW,SCHOOL JACKET
JOHANSSON,8,771,MATTHEW,SCORPION APOLLO
JOHANSSON,8,859,MATTHEW,SUGAR WONKA
JOHANSSON,8,895,MATTHEW,TOMORROW HUSTLER
JOHANSSON,8,936,MATTHEW,VANISHING ROCKY
SWANK,9,30,JOE,ANYTHING SAVANNAH
SWANK,9,74,JOE,BIRCH ANTITRUST
SWANK,9,147,JOE,CHOCOLAT HARRY
SWANK,9,148,JOE,CHOCOLATE DUCK
SWANK,9,191,JOE,CROOKED FROGMEN
SWANK,9,200,JOE,CURTAIN VIDEOTAPE
SWANK,9,204,JOE,DALMATIONS SWEDEN
SWANK,9,434,JOE,HORROR REIGN
SWANK,9,510,JOE,LAWLESS VISION
SWANK,9,514,JOE,LEBOWSKI SOLDIERS
SWANK,9,552,JOE,MAJESTIC FLOATS
SWANK,9,650,JOE,PACIFIC AMISTAD
SWANK,9,671,JOE,PERDITION FARGO
SWANK,9,697,JOE,PRIMARY GLASS
SWANK,9,722,JOE,REEF SALUTE
SWANK,9,752,JOE,RUNNER MADIGAN
SWANK,9,811,JOE,SMILE EARRING
SWANK,9,815,JOE,SNATCHERS MONTEZUMA
SWANK,9,865,JOE,SUNRISE LEAGUE
SWANK,9,873,JOE,SWEETHEARTS SUSPECTS
SWANK,9,889,JOE,TIES HUNGER
SWANK,9,903,JOE,TRAFFIC HOBBIT
SWANK,9,926,JOE,UNTOUCHABLES SUNRISE
SWANK,9,964,JOE,WATERFRONT DELIVERANCE
SWANK,9,974,JOE,WILD APOLLO
GABLE,10,1,CHRISTIAN,ACADEMY DINOSAUR
GABLE,10,9,CHRISTIAN,ALABAMA DEVIL
GABLE,10,191,CHRISTIAN,CROOKED FROGMEN
GABLE,10,236,CHRISTIAN,DIVINE RESURRECTION
GABLE,10,251,CHRISTIAN,DRAGONFLY STRANGERS
GABLE,10,366,CHRISTIAN,GOLDFINGER SENSIBILITY
GABLE,10,477,CHRISTIAN,JAWBREAKER BROOKLYN
GABLE,10,480,CHRISTIAN,JEEPERS WEDDING
GABLE,10,522,CHRISTIAN,LIFE TWISTED
GABLE,10,530,CHRISTIAN,LORD ARIZONA
GABLE,10,587,CHRISTIAN,MOD SECRETARY
GABLE,10,694,CHRISTIAN,PREJUDICE OLEANDER
GABLE,10,703,CHRISTIAN,PUNK DIVORCE
GABLE,10,716,CHRISTIAN,REAP UNFAITHFUL
GABLE,10,782,CHRISTIAN,SHAKESPEARE SADDLE
GABLE,10,914,CHRISTIAN,TROUBLE DATE
GABLE,10,929,CHRISTIAN,USUAL UNTOUCHABLES
GABLE,10,930,CHRISTIAN,VACATION BOONDOCK
GABLE,10,964,CHRISTIAN,WATERFRONT DELIVERANCE
GABLE,10,966,CHRISTIAN,WEDDING APOLLO
GABLE,10,980,CHRISTIAN,WIZARD COLDBLOODED
GABLE,10,983,CHRISTIAN,WON DARES
CAGE,11,118,ZERO,CANYON STOCK
CAGE,11,205,ZERO,DANCES NONE
CAGE,11,281,ZERO,ENCINO ELF
CAGE,11,283,ZERO,ENDING CROWDS
CAGE,11,348,ZERO,GANDHI KWAI
CAGE,11,364,ZERO,GODFATHER DIARY
CAGE,11,395,ZERO,HANDICAP BOONDOCK
CAGE,11,429,ZERO,HONEY TIES
CAGE,11,433,ZERO,HORN WORKING
CAGE,11,453,ZERO,IMAGE PRINCESS
CAGE,11,485,ZERO,JERSEY SASSY
CAGE,11,532,ZERO,LOSER HUSTLER
CAGE,11,567,ZERO,MEET CHOCOLATE
CAGE,11,587,ZERO,MOD SECRETARY
CAGE,11,597,ZERO,MOONWALKER FOOL
CAGE,11,636,ZERO,OLEANDER CLUE
CAGE,11,709,ZERO,RACER EGG
CAGE,11,850,ZERO,STORY SIDE
CAGE,11,854,ZERO,STRANGERS GRAFFITI
CAGE,11,888,ZERO,THIN SAGEBRUSH
CAGE,11,896,ZERO,TOOTSIE PILOT
CAGE,11,928,ZERO,UPTOWN YOUNG
CAGE,11,938,ZERO,VELVET TERMINATOR
CAGE,11,969,ZERO,WEST LION
CAGE,11,988,ZERO,WORKER TARZAN
BERRY,12,16,KARL,ALLEY EVOLUTION
BERRY,12,17,KARL,ALONE TRIP
BERRY,12,34,KARL,ARABIA DOGMA
BERRY,12,37,KARL,ARIZONA BANG
BERRY,12,91,KARL,BOUND CHEAPER
BERRY,12,92,KARL,BOWFINGER GABLES
BERRY,12,107,KARL,BUNCH MINDS
BERRY,12,155,KARL,CLEOPATRA DEVIL
BERRY,12,177,KARL,CONNECTICUT TRAMP
BERRY,12,208,KARL,DARES PLUTO
BERRY,12,213,KARL,DATE SPEED
BERRY,12,216,KARL,DAY UNFAITHFUL
BERRY,12,243,KARL,DOORS PRESIDENT
BERRY,12,344,KARL,FURY MURDER
BERRY,12,400,KARL,HARDLY ROBBERS
BERRY,12,416,KARL,HIGHBALL POTTER
BERRY,12,420,KARL,HOLES BRANNIGAN
BERRY,12,457,KARL,INDEPENDENCE HOTEL
BERRY,12,513,KARL,LEATHERNECKS DWARFS
BERRY,12,540,KARL,LUCKY FLYING
BERRY,12,593,KARL,MONTEREY LABYRINTH
BERRY,12,631,KARL,NOVOCAINE FLIGHT
BERRY,12,635,KARL,OKLAHOMA JUMANJI
BERRY,12,672,KARL,PERFECT GROOVE
BERRY,12,716,KARL,REAP UNFAITHFUL
BERRY,12,728,KARL,REUNION WITCHES
BERRY,12,812,KARL,SMOKING BARBARELLA
BERRY,12,838,KARL,STAGECOACH ARMAGEDDON
BERRY,12,871,KARL,SWEDEN SHINING
BERRY,12,880,KARL,TELEMARK HEARTBREAKERS
BERRY,12,945,KARL,VIRGINIAN PLUTO
WOOD,13,17,UMA,ALONE TRIP
WOOD,13,29,UMA,ANTITRUST TOMATOES
WOOD,13,45,UMA,ATTRACTION NEWTON
WOOD,13,87,UMA,BOONDOCK BALLROOM
WOOD,13,110,UMA,CABIN FLASH
WOOD,13,144,UMA,CHINATOWN GLADIATOR
WOOD,13,154,UMA,CLASH FREDDY
WOOD,13,162,UMA,CLUELESS BUCKET
WOOD,13,203,UMA,DAISY MENAGERIE
WOOD,13,254,UMA,DRIVER ANNIE
WOOD,13,337,UMA,FRIDA SLIPPER
WOOD,13,346,UMA,GALAXY SWEETHEARTS
WOOD,13,381,UMA,GRINCH MASSAGE
WOOD,13,385,UMA,GROUNDHOG UNCUT
WOOD,13,427,UMA,HOMEWARD CIDER
WOOD,13,456,UMA,INCH JET
WOOD,13,513,UMA,LEATHERNECKS DWARFS
WOOD,13,515,UMA,LEGALLY SECRETARY
WOOD,13,522,UMA,LIFE TWISTED
WOOD,13,524,UMA,LION UNCUT
WOOD,13,528,UMA,LOLITA WORLD
WOOD,13,571,UMA,METAL ARMAGEDDON
WOOD,13,588,UMA,MODEL FISH
WOOD,13,597,UMA,MOONWALKER FOOL
WOOD,13,600,UMA,MOTIONS DETAILS
WOOD,13,718,UMA,REBEL AIRPORT
WOOD,13,729,UMA,RIDER CADDYSHACK
WOOD,13,816,UMA,SNOWMAN ROLLERCOASTER
WOOD,13,817,UMA,SOLDIERS EVOLUTION
WOOD,13,832,UMA,SPLASH GUMP
WOOD,13,833,UMA,SPLENDOR PATTON
WOOD,13,843,UMA,STEEL SANTA
WOOD,13,897,UMA,TORQUE BOUND
WOOD,13,966,UMA,WEDDING APOLLO
WOOD,13,998,UMA,ZHIVAGO CORE
BERGEN,14,154,VIVIEN,CLASH FREDDY
BERGEN,14,187,VIVIEN,CRANES RESERVOIR
BERGEN,14,232,VIVIEN,DIRTY ACE
BERGEN,14,241,VIVIEN,DONNIE ALLEY
BERGEN,14,253,VIVIEN,DRIFTER COMMANDMENTS
BERGEN,14,255,VIVIEN,DRIVING POLISH
BERGEN,14,258,VIVIEN,DRUMS DYNAMITE
BERGEN,14,284,VIVIEN,ENEMY ODDS
BERGEN,14,292,VIVIEN,EXCITEMENT EVE
BERGEN,14,370,VIVIEN,GORGEOUS BINGO
BERGEN,14,415,VIVIEN,HIGH ENCINO
BERGEN,14,417,VIVIEN,HILLS NEIGHBORS
BERGEN,14,418,VIVIEN,HOBBIT ALIEN
BERGEN,14,454,VIVIEN,IMPACT ALADDIN
BERGEN,14,472,VIVIEN,ITALIAN AFRICAN
BERGEN,14,475,VIVIEN,JAPANESE RUN
BERGEN,14,495,VIVIEN,KENTUCKIAN GIANT
BERGEN,14,536,VIVIEN,LOVELY JINGLE
BERGEN,14,537,VIVIEN,LOVER TRUMAN
BERGEN,14,612,VIVIEN,MUSSOLINI SPOILERS
BERGEN,14,688,VIVIEN,POLISH BROOKLYN
BERGEN,14,759,VIVIEN,SALUTE APOLLO
BERGEN,14,764,VIVIEN,SATURDAY LAMBS
BERGEN,14,847,VIVIEN,STOCK GLASS
BERGEN,14,856,VIVIEN,STREETCAR INTENTIONS
BERGEN,14,890,VIVIEN,TIGHTS DAWN
BERGEN,14,908,VIVIEN,TRAP GUYS
BERGEN,14,919,VIVIEN,TYCOON GATHERING
BERGEN,14,948,VIVIEN,VOICE PEACH
BERGEN,14,970,VIVIEN,WESTWARD SEABISCUIT
OLIVIER,15,31,CUBA,APACHE DIVINE
OLIVIER,15,89,CUBA,BORROWERS BEDAZZLED
OLIVIER,15,91,CUBA,BOUND CHEAPER
OLIVIER,15,108,CUBA,BUTCH PANTHER
OLIVIER,15,125,CUBA,CASSIDY WYOMING
OLIVIER,15,236,CUBA,DIVINE RESURRECTION
OLIVIER,15,275,CUBA,EGYPT TENENBAUMS
OLIVIER,15,280,CUBA,EMPIRE MALKOVICH
OLIVIER,15,326,CUBA,FLYING HOOK
OLIVIER,15,342,CUBA,FUGITIVE MAGUIRE
OLIVIER,15,414,CUBA,HELLFIGHTERS SIERRA
OLIVIER,15,445,CUBA,HYDE DOCTOR
OLIVIER,15,500,CUBA,KISS GLORY
OLIVIER,15,502,CUBA,KNOCK WARLOCK
OLIVIER,15,541,CUBA,LUKE MUMMY
OLIVIER,15,553,CUBA,MAKER GABLES
OLIVIER,15,594,CUBA,MONTEZUMA COMMAND
OLIVIER,15,626,CUBA,NOON PAPI
OLIVIER,15,635,CUBA,OKLAHOMA JUMANJI
OLIVIER,15,745,CUBA,ROSES TREASURE
OLIVIER,15,783,CUBA,SHANE DARKNESS
OLIVIER,15,795,CUBA,SIEGE MADRE
OLIVIER,15,817,CUBA,SOLDIERS EVOLUTION
OLIVIER,15,886,CUBA,THEORY MERMAID
OLIVIER,15,924,CUBA,UNFORGIVEN ZOOLANDER
OLIVIER,15,949,CUBA,VOLCANO TEXAS
OLIVIER,15,968,CUBA,WEREWOLF LOLA
OLIVIER,15,985,CUBA,WONDERLAND CHRISTMAS
COSTNER,16,80,FRED,BLANKET BEVERLY
COSTNER,16,87,FRED,BOONDOCK BALLROOM
COSTNER,16,101,FRED,BROTHERHOOD BLANKET
COSTNER,16,121,FRED,CAROL TEXAS
COSTNER,16,155,FRED,CLEOPATRA DEVIL
COSTNER,16,177,FRED,CONNECTICUT TRAMP
COSTNER,16,218,FRED,DECEIVER BETRAYED
COSTNER,16,221,FRED,DELIVERANCE MULHOLLAND
COSTNER,16,267,FRED,EAGLES PANKY
COSTNER,16,269,FRED,EARRING INSTINCT
COSTNER,16,271,FRED,EASY GLADIATOR
COSTNER,16,280,FRED,EMPIRE MALKOVICH
COSTNER,16,287,FRED,ENTRAPMENT SATISFACTION
COSTNER,16,345,FRED,GABLES METROPOLIS
COSTNER,16,438,FRED,HUMAN GRAFFITI
COSTNER,16,453,FRED,IMAGE PRINCESS
COSTNER,16,455,FRED,IMPOSSIBLE PREJUDICE
COSTNER,16,456,FRED,INCH JET
COSTNER,16,503,FRED,KRAMER CHOCOLATE
COSTNER,16,548,FRED,MAGNIFICENT CHITTY
COSTNER,16,582,FRED,MIRACLE VIRTUAL
COSTNER,16,583,FRED,MISSION ZOOLANDER
COSTNER,16,717,FRED,REAR TRADING
COSTNER,16,758,FRED,SAINTS BRIDE
COSTNER,16,779,FRED,SENSE GREEK
COSTNER,16,886,FRED,THEORY MERMAID
COSTNER,16,967,FRED,WEEKEND PERSONAL
VOIGHT,17,96,HELEN,BREAKING HOME
VOIGHT,17,119,HELEN,CAPER MOTIONS
VOIGHT,17,124,HELEN,CASPER DRAGONFLY
VOIGHT,17,127,HELEN,CAT CONEHEADS
VOIGHT,17,154,HELEN,CLASH FREDDY
VOIGHT,17,199,HELEN,CUPBOARD SINNERS
VOIGHT,17,201,HELEN,CYCLONE FAMILY
VOIGHT,17,236,HELEN,DIVINE RESURRECTION
VOIGHT,17,280,HELEN,EMPIRE MALKOVICH
VOIGHT,17,310,HELEN,FEVER EMPIRE
VOIGHT,17,313,HELEN,FIDELITY DEVIL
VOIGHT,17,378,HELEN,GREATEST NORTH
VOIGHT,17,457,HELEN,INDEPENDENCE HOTEL
VOIGHT,17,469,HELEN,IRON MOON
VOIGHT,17,478,HELEN,JAWS HARRY
VOIGHT,17,500,HELEN,KISS GLORY
VOIGHT,17,515,HELEN,LEGALLY SECRETARY
VOIGHT,17,521,HELEN,LIES TREATMENT
VOIGHT,17,573,HELEN,MICROCOSMOS PARADISE
VOIGHT,17,603,HELEN,MOVIE SHAKESPEARE
VOIGHT,17,606,HELEN,MUMMY CREATURES
VOIGHT,17,734,HELEN,ROAD ROXANNE
VOIGHT,17,770,HELEN,SCISSORHANDS SLUMS
VOIGHT,17,794,HELEN,SIDE ARK
VOIGHT,17,800,HELEN,SINNERS ATLANTIS
VOIGHT,17,853,HELEN,STRANGER STRANGERS
VOIGHT,17,873,HELEN,SWEETHEARTS SUSPECTS
VOIGHT,17,874,HELEN,TADPOLE PARK
VOIGHT,17,880,HELEN,TELEMARK HEARTBREAKERS
VOIGHT,17,948,HELEN,VOICE PEACH
VOIGHT,17,957,HELEN,WAR NOTTING
VOIGHT,17,959,HELEN,WARLOCK WEREWOLF
TORN,18,44,DAN,ATTACKS HATE
TORN,18,84,DAN,BOILED DARES
TORN,18,144,DAN,CHINATOWN GLADIATOR
TORN,18,172,DAN,CONEHEADS SMOOCHY
TORN,18,268,DAN,EARLY HOME
TORN,18,279,DAN,ELIZABETH SHANE
TORN,18,280,DAN,EMPIRE MALKOVICH
TORN,18,321,DAN,FLASH WARS
TORN,18,386,DAN,GUMP DATE
TORN,18,460,DAN,INNOCENT USUAL
TORN,18,462,DAN,INSIDER ARIZONA
TORN,18,484,DAN,JERK PAYCHECK
TORN,18,536,DAN,LOVELY JINGLE
TORN,18,561,DAN,MASK PEACH
TORN,18,612,DAN,MUSSOLINI SPOILERS
TORN,18,717,DAN,REAR TRADING
TORN,18,808,DAN,SLING LUKE
TORN,18,842,DAN,STATE WASTELAND
TORN,18,863,DAN,SUN CONFESSIONS
TORN,18,883,DAN,TEQUILA PAST
TORN,18,917,DAN,TUXEDO MILE
TORN,18,944,DAN,VIRGIN DAISY
FAWCETT,19,3,BOB,ADAPTATION HOLES
FAWCETT,19,144,BOB,CHINATOWN GLADIATOR
FAWCETT,19,152,BOB,CIRCUS YOUTH
FAWCETT,19,182,BOB,CONTROL ANTHEM
FAWCETT,19,208,BOB,DARES PLUTO
FAWCETT,19,212,BOB,DARN FORRESTER
FAWCETT,19,217,BOB,DAZED PUNK
FAWCETT,19,266,BOB,DYNAMITE TARZAN
FAWCETT,19,404,BOB,HATE HANDICAP
FAWCETT,19,428,BOB,HOMICIDE PEACH
FAWCETT,19,473,BOB,JACKET FRISCO
FAWCETT,19,490,BOB,JUMANJI BLADE
FAWCETT,19,510,BOB,LAWLESS VISION
FAWCETT,19,513,BOB,LEATHERNECKS DWARFS
FAWCETT,19,644,BOB,OSCAR GOLD
FAWCETT,19,670,BOB,PELICAN COMFORTS
FAWCETT,19,673,BOB,PERSONAL LADYBUGS
FAWCETT,19,711,BOB,RAGING AIRPLANE
FAWCETT,19,750,BOB,RUN PACIFIC
FAWCETT,19,752,BOB,RUNNER MADIGAN
FAWCETT,19,756,BOB,SADDLE ANTITRUST
FAWCETT,19,771,BOB,SCORPION APOLLO
FAWCETT,19,785,BOB,SHAWSHANK BUBBLE
FAWCETT,19,877,BOB,TAXI KICK
TRACY,20,1,LUCILLE,ACADEMY DINOSAUR
TRACY,20,54,LUCILLE,BANGER PINOCCHIO
TRACY,20,63,LUCILLE,BEDAZZLED MARRIED
TRACY,20,140,LUCILLE,CHEAPER CLYDE
TRACY,20,146,LUCILLE,CHITTY LOCK
TRACY,20,165,LUCILLE,COLDBLOODED DARLING
TRACY,20,231,LUCILLE,DINOSAUR SECRETARY
TRACY,20,243,LUCILLE,DOORS PRESIDENT
TRACY,20,269,LUCILLE,EARRING INSTINCT
TRACY,20,274,LUCILLE,EGG IGBY
TRACY,20,348,LUCILLE,GANDHI KWAI
TRACY,20,366,LUCILLE,GOLDFINGER SENSIBILITY
TRACY,20,445,LUCILLE,HYDE DOCTOR
TRACY,20,478,LUCILLE,JAWS HARRY
TRACY,20,492,LUCILLE,JUNGLE CLOSER
TRACY,20,499,LUCILLE,KING EVOLUTION
TRACY,20,527,LUCILLE,LOLA AGENT
TRACY,20,531,LUCILLE,LOSE INCH
