trip_id	customer_id	flight_number	airline_id	aircraft	airport_src	airport_dst	departure_time	departure_date	flight_duration	travel_class	seat_number	price
57	8128034	JL1345	2987	E70	2334	2340	13:45	27/06/2018	01:30	business	37C	472
57	8128034	JL0745	2987	E70	2340	2334	07:45	15/07/2018	01:30	business	42D	472
58	8128034	NH0945	324	CR7	2279	2326	09:45	05/11/2018	01:21	economy	10A	62
58	8128034	NH1845	324	CR7	2326	2279	18:45	27/11/2018	01:21	economy	1G	62
59	9923572	FR2200	4296	738	1353	304	22:00	08/06/2010	01:28	economy	2H	70
59	9923572	FR2045	4296	738	304	1353	20:45	03/07/2010	01:28	economy	7C	70
60	9923572	XK1200	1909	320	1418	1324	12:00	07/03/2017	01:45	business	16D	490
60	9923572	XK1630	1909	320	1324	1418	16:30	13/03/2017	01:45	economy	1F	90
61	9923572	WY1915	3778	332	1382	2194	19:15	20/12/2018	07:26	economy	1D	502
61	9923572	WY1045	3778	332	2194	1382	10:45	13/01/2019	07:26	business	12C	902
62	2134022	UA0945	5209	320	1613	3964	09:45	26/03/2010	03:27	economy	3C	213
62	2134022	UA1515	5209	321	3964	1613	15:15	22/04/2010	03:27	economy	2B	213
63	2134022	OS0900	491	100	1613	2960	09:00	17/01/2013	02:40	business	25G	557
63	2134022	OS1915	491	100	2960	1613	19:15	05/02/2013	02:40	economy	6F	157
64	2134022	OS1000	491	F70	1613	1479	10:00	22/08/2018	02:21	business	36C	534
64	2134022	OS2245	491	F70	1479	1613	22:45	14/09/2018	02:21	economy	6J	134
65	2134022	U21300	2297	319	1613	502	13:00	29/09/2018	02:03	economy	4D	112
65	2134022	U21230	2297	320	502	1613	12:30	19/10/2018	02:03	economy	10J	112
66	2134022	HG1545	3661	320	1613	1246	15:45	04/11/2018	02:34	economy	8A	149
66	2134022	HG1830	3661	320	1246	1613	18:30	26/11/2018	02:34	economy	7C	149
67	2134022	OS2215	491	DH4	1613	679	22:15	16/12/2018	01:10	economy	5F	49
67	2134022	OS0700	491	100	679	1613	07:00	03/01/2019	01:10	economy	3C	49
68	8432986	MH1615	3378	772	2279	3304	16:15	04/03/2018	07:13	business	22B	886
68	8432986	MH1730	3378	772	3304	2279	17:30	17/03/2018	07:13	business	39A	886
69	8432986	NU1145	2990	734	2384	3992	11:45	03/08/2018	01:57	business	40G	505
69	8432986	NU1800	2990	734	3992	2384	18:00	13/08/2018	01:57	economy	10A	105
70	8432986	UA1445	5209	744	2279	3469	14:45	09/09/2018	10:44	economy	10D	740
70	8432986	UA1100	5209	744	3469	2279	11:00	30/09/2018	10:44	business	26H	1140
71	1096030	ZL0615	4178	SF3	3361	6271	06:15	23/03/2010	01:05	business	38J	442
71	1096030	ZL2145	4178	SF3	6271	3361	21:45	01/04/2010	01:05	economy	2B	42
72	1096030	TL0900	338	E70	3999	3347	09:00	14/01/2014	01:02	economy	7F	39
72	1096030	TL0630	338	E70	3347	3999	06:30	07/02/2014	01:02	economy	6E	39
73	1096030	QF1615	4089	DH4	3320	6289	16:15	04/01/2017	01:43	economy	6G	89
73	1096030	QF1400	4089	DH3	6289	3320	14:00	09/01/2017	01:43	business	22F	489
74	1096030	TT1100	4937	320	3326	3339	11:00	15/08/2018	02:50	business	35A	569
74	1096030	TT1330	4937	320	3339	3326	13:30	20/08/2018	02:50	business	29I	569
75	1096030	TT1615	4937	320	3339	3322	16:15	18/12/2018	03:22	business	24A	608
75	1096030	TT1030	4937	320	3322	3339	10:30	12/01/2019	03:22	economy	5H	208
76	0949994	VY1715	2439	320	580	1218	17:15	29/12/2018	02:02	economy	3H	111
76	0949994	VY0900	2439	320	1218	580	09:00	12/01/2019	02:02	business	44D	511
77	5417436	CX1315	1680	77W	156	3077	13:15	30/06/2013	13:16	economy	2I	924
77	5417436	CX2015	1680	77W	3077	156	20:15	30/07/2013	13:16	business	18B	1324
78	5417436	AC1445	330	DH3	156	78	14:45	20/10/2015	00:49	economy	10C	23
78	5417436	AC1600	330	DH3	78	156	16:00	10/11/2015	00:49	business	20E	423
79	5417436	AC0745	330	BEH	127	162	07:45	11/08/2016	00:37	economy	2H	8
79	5417436	AC1515	330	BEH	162	127	15:15	02/09/2016	00:37	economy	9J	8
80	5417436	CU0945	1936	320	193	1904	09:45	23/12/2017	03:35	business	27D	623
80	5417436	CU0900	1936	320	1904	193	09:00	22/01/2018	03:35	business	11A	623
81	8907057	WF1645	5439	DH2	663	649	16:45	19/04/2016	01:01	economy	3J	38
81	8907057	WF1630	5439	DH2	649	663	16:30	20/05/2016	01:01	business	31G	438
82	8907057	WF1400	5439	DH4	663	635	14:00	05/11/2017	00:54	business	18I	429
82	8907057	WF1745	5439	DH4	635	663	17:45	16/11/2017	00:54	business	36D	429
83	8907057	WF1315	5439	DH1	4345	636	13:15	29/09/2018	00:46	business	35I	419
83	8907057	WF2215	5439	DH1	636	4345	22:15	09/10/2018	00:46	economy	9B	19
84	8907057	SK2045	4319	738	644	663	20:45	23/11/2018	01:53	economy	8A	101
84	8907057	SK1130	4319	736	663	644	11:30	22/12/2018	01:53	economy	3A	101
85	8907057	WF1645	5439	DH2	663	649	16:45	29/12/2018	01:01	business	18E	438
85	8907057	WF1630	5439	DH3	649	663	16:30	17/01/2019	01:01	business	13A	438
86	8521618	KL1830	3090	777	580	3992	18:30	23/07/2010	11:59	economy	2F	831
86	8521618	KL1300	3090	777	3992	580	13:00	09/08/2010	11:59	economy	2C	831
87	8521618	KL2100	3090	737	580	3973	21:00	09/12/2017	04:30	business	21F	689
87	8521618	KL2115	3090	737	3973	580	21:15	21/12/2017	04:30	economy	5D	289
88	8521618	KL1615	3090	F70	580	350	16:15	11/12/2018	01:08	economy	9E	46
88	8521618	KL0945	3090	F70	350	580	09:45	21/12/2018	01:08	business	36I	446
89	8521618	UA1215	5209	777	580	3550	12:15	26/12/2018	10:30	business	30H	1124
89	8521618	UA1830	5209	777	3550	580	18:30	02/01/2019	10:30	economy	10H	724
90	3668107	UA0615	5209	DH1	100	3448	06:15	31/05/2017	01:07	business	39D	444
90	3668107	UA1700	5209	DH1	3448	100	17:00	01/07/2017	01:07	economy	4F	44
91	3668107	UA1200	5209	738	156	3830	12:00	24/07/2017	04:01	economy	6B	254
91	3668107	UA0900	5209	739	3830	156	09:00	12/08/2017	04:01	business	25G	654
92	3668107	UA1130	5209	320	193	3469	11:30	22/03/2018	05:00	economy	1A	326
92	3668107	UA2030	5209	320	3469	193	20:30	15/04/2018	05:00	business	43C	726
93	3668107	AC1645	330	763	193	2650	16:45	19/12/2018	11:13	economy	6H	775
93	3668107	AC0800	330	763	2650	193	08:00	06/01/2019	11:13	business	43I	1175
94	9817263	SK0800	4319	717	644	421	08:00	27/11/2013	01:27	economy	1B	69
94	9817263	SK1030	4319	717	421	644	10:30	12/12/2013	01:27	economy	10A	69
95	9817263	WF1430	5439	DH3	634	644	14:30	15/01/2016	01:14	economy	8D	53
95	9817263	WF1400	5439	DH3	644	634	14:00	06/02/2016	01:14	economy	1J	53
96	9817263	DX1700	1954	SF3	666	628	17:00	05/08/2018	00:53	business	40B	428
96	9817263	DX1915	1954	SF3	628	666	19:15	12/08/2018	00:53	economy	4F	28
97	9817263	WF1000	5439	DH2	4328	632	10:00	17/10/2018	00:48	business	37H	422
97	9817263	WF2100	5439	DH1	632	4328	21:00	11/11/2018	00:48	business	13D	422
98	9817263	SK1800	4319	73G	644	3941	18:00	13/12/2018	03:46	business	34D	636
98	9817263	SK0845	4319	73G	3941	644	08:45	11/01/2019	03:46	business	17D	636
99	9243690	FR1300	4296	738	355	1505	13:00	20/11/2011	01:43	business	12G	489
99	9243690	FR0800	4296	738	1505	355	08:00	16/12/2011	01:43	economy	2H	89
100	9243690	RJ2000	4259	320	351	2170	20:00	14/09/2018	04:10	economy	4D	265
100	9243690	RJ1330	4259	320	2170	351	13:30	26/09/2018	04:10	business	33B	665
101	9243690	AB2245	214	738	342	1458	22:45	23/10/2018	03:20	business	13C	606
101	9243690	AB1015	214	738	1458	342	10:15	01/11/2018	03:20	business	22G	606
102	9243690	FR2115	4296	738	4198	1626	21:15	25/12/2018	02:56	business	23I	576
102	9243690	FR2145	4296	738	1626	4198	21:45	05/01/2019	02:56	economy	7H	176
103	8938185	AB1145	214	738	7447	338	11:45	11/11/2018	02:36	economy	1C	152
103	8938185	AB1315	214	738	338	7447	13:15	12/12/2018	02:36	business	40E	552
104	8938185	AB1330	214	738	7447	351	13:30	17/12/2018	02:47	economy	4D	166
104	8938185	AB1100	214	738	351	7447	11:00	22/12/2018	02:47	economy	5C	166
105	8938185	TU0945	4870	319	287	2188	09:45	29/12/2018	06:01	economy	5B	400
105	8938185	TU1345	4870	319	2188	287	13:45	26/01/2019	06:01	business	30F	800
106	3478960	U22100	2297	319	1665	1253	21:00	29/01/2016	02:14	business	11F	525
106	3478960	U20745	2297	319	1253	1665	07:45	22/02/2016	02:14	business	11I	525
107	3478960	RJ1415	4259	320	1665	1678	14:15	12/04/2018	00:47	business	34F	420
107	3478960	RJ0945	4259	319	1678	1665	09:45	06/05/2018	00:47	business	26B	420
108	3478960	VY2130	2439	320	1678	1218	21:30	01/12/2018	01:33	economy	8A	77
108	3478960	VY0845	2439	319	1218	1678	08:45	30/12/2018	01:33	economy	5J	77
109	7618975	Y71645	13088	AT5	2974	4297	16:45	12/05/2011	01:35	business	42C	478
109	7618975	Y71700	13088	AT5	4297	2974	17:00	09/06/2011	01:35	business	26H	478
110	7618975	HY1130	5281	320	2990	2981	11:30	25/09/2017	03:14	economy	10J	197
110	7618975	HY1430	5281	320	2981	2990	14:30	05/10/2017	03:14	economy	6B	197
111	7618975	6W1815	4805	E90	4363	1587	18:15	20/11/2018	03:15	economy	4F	199
111	7618975	6W0915	4805	E90	1587	4363	09:15	18/12/2018	03:15	economy	4D	199
112	7618975	S72045	4329	330	4029	2179	20:45	27/12/2018	05:06	business	16G	733
112	7618975	S71845	4329	330	2179	4029	18:45	24/01/2019	05:06	economy	5C	333
113	3633946	SU1500	130	320	4353	2985	15:00	19/01/2017	02:01	business	39D	509
113	3633946	SU2230	130	319	2985	4353	22:30	24/01/2017	02:01	economy	7I	109
114	3633946	YC1600	9828	CR2	4111	4029	16:00	18/02/2018	02:36	business	31A	552
114	3633946	YC1830	9828	735	4029	4111	18:30	08/03/2018	02:36	business	23C	552
115	3633946	SU0645	130	333	2985	3205	06:45	21/07/2018	10:06	business	28C	1095
115	3633946	SU2100	130	333	3205	2985	21:00	09/08/2018	10:06	economy	1F	695
116	3633946	U62230	5234	320	4274	3964	22:30	05/09/2018	02:43	business	16I	561
116	3633946	U61000	5234	320	3964	4274	10:00	11/09/2018	02:43	business	39F	561
117	3633946	SZ1615	10122	737	2991	6147	16:15	20/11/2018	02:35	business	26C	551
117	3633946	SZ0645	10122	737	6147	2991	06:45	11/12/2018	02:35	economy	3B	151
118	3633946	6R0845	1340	738	4029	2925	08:45	16/12/2018	05:41	business	25D	775
118	3633946	6R1400	1340	738	2925	4029	14:00	02/01/2019	05:41	business	13H	775
119	5285926	AR1330	412	E90	2442	2537	13:30	24/06/2012	03:13	business	37F	596
119	5285926	AR1330	412	E90	2537	2442	13:30	29/06/2012	03:13	economy	4H	196
120	5285926	LA1500	3200	320	2443	2442	15:00	28/09/2015	01:18	economy	8J	58
120	5285926	LA1100	3200	320	2442	2443	11:00	23/10/2015	01:18	business	28H	458
121	5285926	AR1915	412	737	2442	2477	19:15	08/10/2017	02:07	economy	1J	117
121	5285926	AR1415	412	737	2477	2442	14:15	06/11/2017	02:07	economy	7E	117
122	5285926	CM1500	1889	738	3988	1871	15:00	18/10/2018	07:09	economy	5A	481
122	5285926	CM1130	1889	738	1871	3988	11:30	08/11/2018	07:09	economy	2A	481
123	5285926	UA2130	5209	763	3988	3550	21:30	30/11/2018	10:40	business	12C	1135
123	5285926	UA1130	5209	763	3550	3988	11:30	17/12/2018	10:40	economy	6H	735
124	5285926	LA1100	3200	320	2442	2443	11:00	22/12/2018	01:18	economy	3D	58
124	5285926	LA1815	3200	320	2443	2442	18:15	28/12/2018	01:18	business	13B	458
125	0482158	UG2130	5085	AT7	287	296	21:30	02/10/2012	00:58	economy	9J	33
125	0482158	UG1045	5085	AT7	296	287	10:45	29/10/2012	00:58	economy	7B	33
126	0482158	LN0945	3258	CR9	287	5696	09:45	31/07/2014	01:35	economy	3H	78
126	0482158	LN0930	3258	CR9	5696	287	09:30	25/08/2014	01:35	economy	6D	78
127	0482158	BJ1900	3740	320	7447	340	19:00	28/12/2018	02:26	business	33D	540
127	0482158	BJ1530	3740	320	340	7447	15:30	15/01/2019	02:26	business	16C	540
128	1361018	LH1300	3320	319	340	3989	13:00	05/02/2014	04:29	economy	1H	289
128	1361018	LH1515	3320	319	3989	340	15:15	17/02/2014	04:29	economy	5F	289
129	1361018	TU1715	4870	736	346	293	17:15	14/08/2015	02:30	business	14G	545
129	1361018	TU0745	4870	736	293	346	07:45	24/08/2015	02:30	business	11J	545
130	1361018	LH1830	3320	CR2	346	1569	18:30	18/03/2018	00:53	business	11H	427
130	1361018	LH1700	3320	CR2	1569	346	17:00	14/04/2018	00:53	business	25F	427
131	1361018	KE1330	3163	744	340	3930	13:30	09/11/2018	11:07	business	12G	1169
131	1361018	KE1400	3163	744	3930	340	14:00	29/11/2018	11:07	economy	8J	769
132	1361018	LH1215	3320	CR9	346	1545	12:15	30/12/2018	00:53	business	24I	427
132	1361018	LH1645	3320	CR9	1545	346	16:45	30/01/2019	00:53	economy	7E	27
133	0929206	IG0630	3463	320	351	1561	06:30	16/06/2014	02:07	business	17H	517
133	0929206	IG1400	3463	320	1561	351	14:00	10/07/2014	02:07	business	15A	517
134	0929206	AB2145	214	320	342	1486	21:45	06/06/2018	02:40	business	31G	557
134	0929206	AB1330	214	320	1486	342	13:30	27/06/2018	02:40	business	11G	557
135	0929206	4U2115	2548	320	344	1590	21:15	23/12/2018	04:20	economy	6E	278
135	0929206	4U1145	2548	319	1590	344	11:45	15/01/2019	04:20	business	36H	678
136	6094686	AT0745	4248	738	5673	302	07:45	25/01/2012	02:49	business	41G	568
136	6094686	AT0730	4248	738	302	5673	07:30	14/02/2012	02:49	economy	3I	168
137	6094686	AT1230	4248	738	1074	580	12:30	20/06/2017	03:23	business	18I	609
137	6094686	AT1245	4248	738	580	1074	12:45	06/07/2017	03:23	business	21B	609
138	8605103	W60800	5461	320	1252	1652	08:00	31/08/2017	03:02	business	20J	583
138	8605103	W61845	5461	320	1652	1252	18:45	13/09/2017	03:02	business	41I	583
139	8605103	FR1930	4296	738	1222	1075	19:30	22/03/2018	02:21	business	25C	534
139	8605103	FR1415	4296	738	1075	1222	14:15	29/03/2018	02:21	business	43E	534
140	8605103	VY1700	2439	320	1218	1501	17:00	09/06/2018	02:01	business	26C	510
140	8605103	VY0600	2439	320	1501	1218	06:00	19/06/2018	02:01	business	31C	510
141	8605103	FR0815	4296	738	1213	304	08:15	29/11/2018	02:30	business	33J	544
141	8605103	FR1415	4296	738	304	1213	14:15	21/12/2018	02:30	business	25I	544
142	8437949	US2130	5265	M83	3670	3462	21:30	09/09/2013	02:14	economy	3D	125
142	8437949	US0715	5265	321	3462	3670	07:15	28/09/2013	02:14	business	11A	525
143	8437949	US0800	5265	DH3	3642	3876	08:00	17/08/2014	01:14	economy	3H	53
143	8437949	US1545	5265	DH3	3876	3642	15:45	01/09/2014	01:14	economy	6C	53
144	9755913	3G0930	595	319	273	1063	09:30	20/06/2014	02:22	business	41H	536
144	9755913	3G1945	595	319	1063	273	19:45	06/07/2014	02:22	economy	2I	136
145	9755913	W32245	20976	DH4	270	260	22:45	04/11/2014	00:57	business	11A	432
145	9755913	W31430	20976	CR9	260	270	14:30	03/12/2014	00:57	business	43A	432
146	9755913	QC1630	16415	737	273	897	16:30	06/04/2016	01:27	economy	6C	68
146	9755913	QC1430	16415	737	897	273	14:30	27/04/2016	01:27	economy	2A	68
147	9755913	W31200	20976	CR9	260	273	12:00	01/11/2016	01:08	business	26G	446
147	9755913	W31600	20976	73G	273	260	16:00	16/11/2016	01:08	business	23B	446
148	9755913	W31500	20976	DH4	260	6972	15:00	28/05/2017	01:00	economy	2B	37
148	9755913	W32030	20976	DH4	6972	260	20:30	15/06/2017	01:00	business	32H	437
149	9755913	W31845	20976	DH4	6730	260	18:45	29/07/2017	00:59	economy	6E	35
149	9755913	W32000	20976	DH4	260	6730	20:00	26/08/2017	00:59	business	35I	435
150	9755913	W31330	20976	CR9	273	269	13:30	04/06/2018	01:17	business	20G	457
150	9755913	W32200	20976	CR9	269	273	22:00	10/06/2018	01:17	business	18J	457
151	9755913	W30745	20976	73G	275	260	07:45	04/07/2018	01:03	business	37F	440
151	9755913	W30745	20976	73G	260	275	07:45	17/07/2018	01:03	economy	7J	40
152	7650360	AT2245	4248	738	1074	1050	22:45	30/06/2015	03:29	economy	10C	216
152	7650360	AT1245	4248	738	1050	1074	12:45	13/07/2015	03:29	business	34D	616
153	7650360	AT1515	4248	738	1064	5670	15:15	30/05/2016	01:42	business	22I	488
153	7650360	AT0945	4248	738	5670	1064	09:45	25/06/2016	01:42	economy	5H	88
154	7650360	FR0845	4296	738	1072	1229	08:45	18/12/2016	01:27	business	21H	469
154	7650360	FR0645	4296	738	1229	1072	06:45	11/01/2017	01:27	economy	10H	69
155	7013174	SV2245	4533	AB6	5936	2072	22:45	10/10/2011	02:49	economy	3J	168
155	7013174	SV2245	4533	AB6	2072	5936	22:45	05/11/2011	02:49	business	42D	568
156	7013174	IR1045	2922	M82	2114	4331	10:45	26/01/2013	01:55	economy	6A	103
156	7013174	IR1530	2922	M82	4331	2114	15:30	18/02/2013	01:55	business	36B	503
