airline_id	airline_name	country	airline_iata	airline_icao	alias
3	1Time Airline	South Africa	1T	RNX	null
10	40-Mile Air	United States	Q5	MLA	null
13	Ansett Australia	Australia	AN	AAA	null
14	Abacus International	Singapore	1B	null	null
21	Aigle Azur	France	ZI	AAF	null
22	Aloha Airlines	United States	AQ	AAH	null
24	American Airlines	United States	AA	AAL	null
28	Asiana Airlines	Republic of Korea	OZ	AAR	null
29	Askari Aviation	Pakistan	4K	AAS	null
32	Afriqiyah Airways	Libya	8U	AAW	null
35	Allegiant Air	United States	G4	AAY	null
42	ABSA - Aerolinhas Brasileiras	Brazil	M3	TUS	null
55	Astral Aviation	Kenya	8V	ACP	null
68	Air Tindi	Canadian Territories	8T	null	null
72	Ada Air	Albania	ZY	ADE	null
83	Adria Airways	Slovenia	JP	ADR	null
90	Air Europa	Spain	UX	AEA	null
93	Aero Benin	Benin	EM	AEB	null
96	Aegean Airlines	Greece	A3	AEE	null
106	Air Europe	Italy	PE	AEL	null
109	Alaska Central Express	United States	KO	AER	null
110	ACES Colombia	Colombia	null	AES	null
112	Astraeus	United Kingdom	5W	AEU	null
114	Aerosvit Airlines	Ukraine	VV	AEW	null
116	Air Italy	Italy	I9	AEY	null
120	Alliance Airlines	Australia	QQ	UTY	null
125	Ariana Afghan Airlines	Afghanistan	FG	AFG	null
130	Aeroflot Russian Airlines	Russia	SU	AFL	null
132	Air Bosna	Bosnia and Herzegovina	JA	BON	null
137	Air France	France	AF	AFR	null
139	Air Caledonie International	France	SB	ACI	null
146	Air Salone	Sierra Leone	2O	null	null
149	Air Cargo Carriers	United States	2Q	SNC	null
153	Air Namibia	Namibia	SW	NMB	null
165	Aerolitoral	Mexico	5D	SLI	null
174	Air Glaciers	Switzerland	7T	AGV	null
176	Aviogenex	Serbia	null	AGX	null
179	Aeroper	Peru	PL	PLI	null
180	Atlas Blue	Morocco	8A	BMM	null
197	Azerbaijan Airlines	Azerbaijan	J2	AHY	null
198	Avies	Estonia	U3	AIA	null
208	Airblue	Pakistan	ED	ABQ	null
210	Airlift International	United States	null	AIR	null
214	Air Berlin	Germany	AB	BER	null
218	Air India Limited	India	AI	AIC	null
220	Air Bourbon	Reunion	ZB	BUB	null
221	Air Atlanta Icelandic	Iceland	CC	ABD	null
225	Air Tahiti Nui	France	TN	THT	null
231	Arkia Israel Airlines	Israel	IZ	AIZ	null
239	Air Jamaica	Jamaica	JM	AJM	null
240	Air One	Italy	AP	ADH	null
241	Air Sahara	India	S2	RSH	null
242	Air Malta	Malta	KM	AMC	null
250	Air Japan	Japan	NQ	AJX	null
252	Air Korea Co. Ltd.	Republic of Korea	null	AKA	null
263	Air Kiribati	Kiribati	4A	AKL	null
281	America West Airlines	United States	HP	AWE	null
282	Air Wisconsin	United States	ZW	AWI	null
286	Tatarstan Airlines	Russia	U9	TAK	null
287	Allegheny Commuter Airlines	United States	null	ALO	null
295	Air Sunshine	United States	null	RSI	null
299	Air Libert	France	VD	null	null
306	Air Malawi	Malawi	QM	AML	null
312	Air Sicilia	Italy	BM	null	null
315	ATA Airlines	United States	null	AMT	null
316	Air Macau	Macao	NX	AMU	null
317	AMC Airlines	Egypt	null	AMV	null
319	Air Seychelles	Seychelles	HM	SEY	null
321	AeroMéxico	Mexico	AM	AMX	null
324	All Nippon Airways	Japan	NH	ANA	ANA All Nippon Airways
327	Air Nostrum	Spain	YW	ANE	null
328	Air Niugini	Papua New Guinea	PX	ANG	null
329	Air Arabia	United Arab Emirates	G9	ABY	null
330	Air Canada	Canada	AC	ACA	null
333	Air Baltic	Latvia	BT	BTI	null
336	Air Nippon	Japan	EL	ANK	null
338	Airnorth	Australia	TL	ANO	null
341	Air North Charter - Canada	Canada	4N	ANT	null
345	Air New Zealand	New Zealand	NZ	ANZ	null
371	Alitalia Express	Italy	XM	SMX	null
386	Aero Flight	Germany	GV	ARF	null
397	Arrow Air	United States	JW	APW	null
410	Aerocondor	Portugal	2B	ARD	null
411	Aires	S.A.	4C	ARE	null
412	Aerolineas Argentinas	Argentina	AR	ARG	null
439	Alaska Airlines	ALASKA	AS	ASA	null
442	Air Sinai	Egypt	4D	ASD	null
452	Atlantic Southeast Airlines	United States	EV	ASQ	null
462	Astrakhan Airlines	Russia	OB	ASZ	null
465	Air Tanzania	Tanzania	TC	ATC	null
470	Air Burkina	Burkina Faso	2J	VBW	null
476	Airlines Of Tasmania	Australia	FO	ATM	null
477	Air Saint Pierre	France	PJ	SPM	null
491	Austrian Airlines	Austria	OS	AUA	null
492	Air Southwest	United Kingdom	null	WOW	null
493	Augsburg Airways	Germany	IQ	AUB	null
497	ATUR	Ecuador	null	TUR	null
502	Abu Dhabi Amiri Flight	United Arab Emirates	MO	AUH	null
503	Aeroflot-Nord	Russia	5N	AUL	null
508	Aurigny Air Services	United Kingdom	GR	AUR	null
510	Austral Lineas Aereas	Argentina	AU	AUT	null
515	Avianca - Aerovias Nacionales de Colombia	AVIANCA	AV	AVA	null
524	Air Vanuatu	Vanuatu	NF	AVN	null
543	Air Bangladesh	Bangladesh	B9	BGD	null
547	Air Mediterranee	France	DR	BIE	null
551	Air Moorea	France	null	TAH	null
563	Aeroline GmbH	Germany	7E	AWU	null
565	Air Wales	United Kingdom	6G	AWW	null
567	Air Caraïbes	France	TX	FWI	null
569	Air India Express	India	IX	AXB	null
575	Air Exel	Netherlands	XT	AXL	null
576	AirAsia	Malaysia	AK	AXM	Air Asia
595	Atlant-Soyuz Airlines	Russia	3G	AYZ	null
596	Alitalia	Italy	AZ	AZA	null
603	Amaszonas	Bolivia	Z8	AZN	null
608	Air Zimbabwe	Zimbabwe	UM	AZW	null
622	Aserca Airlines	Venezuela	R7	OCA	null
641	Rossiya-Russian Airlines	Russia	FV	SDM	Pulkovo Aviation Enterprise
659	American Eagle Airlines	United States	MQ	EGF	null
665	AD Aviation	United Kingdom	null	VUE	null
682	Air Ivoire	Ivory Coast	VU	VUN	null
683	Air Botswana	Botswana	BP	BOT	null
690	Air Foyle	United Kingdom	GS	UPA	null
692	Air Tahiti	French Polynesia	VT	VTA	null
695	Air VIA	Bulgaria	VL	VIM	null
715	Africa West	Togo	FK	WTA	null
724	ATRAN Cargo Airlines	Russian Federation	V8	VAS	null
751	Air China	China	CA	CCA	null
753	Aero Condor Peru	Peru	Q6	CDP	null
787	Air Chathams	New Zealand	CV	CVA	null
788	Air Marshall Islands	Marshall Islands	CW	CWM	null
792	Access Air	United States	ZA	CYD	null
794	Air Algerie	Algeria	AH	DAH	null
800	Adam Air	Indonesia	KI	DHI	null
807	Air Dolomiti	Italy	EN	DLA	null
816	Aeroflot-Don	Russia	D9	DNV	null
817	Air Madrid	Spain	NM	DRD	null
837	Aer Lingus	Ireland	EI	EIN	null
876	Air Finland	Finland	OF	FIF	null
878	Airfix Aviation	Finland	null	FIX	null
879	Air Pacific	Fiji	FJ	FJI	null
881	Atlantic Airways	Faroe Islands	RC	FLI	null
882	Air Florida	United States	QH	FLZ	null
896	Air Iceland	Iceland	NY	FXI	null
897	Air Philippines	Philippines	2P	GAP	null
909	Air Guinee Express	Guinea	2U	GIP	null
921	Air Greenland	Denmark	GL	GRL	null
928	Atlas Air	United States	5Y	GTI	null
931	Air Guyane	French Guiana	GG	GUY	null
970	Air Bagan	Myanmar	W9	JAB	null
983	Air Canada Jazz	Canada	QK	JZA	null
995	Atlasjet	Turkey	KK	KKK	null
998	Air Koryo	Democratic People's Republic of Korea	JS	KOR	null
1006	Air Astana	Kazakhstan	KC	KZR	null
1008	Albanian Airlines	Albania	LV	LBC	null
1017	Air Alfa	Turkey	null	LFA	null
1034	Aerolane	Ecuador	XL	LNE	null
1048	Atlantis European Airways	Armenia	TD	LUR	null
1052	Air Luxor	Portugal	LK	LXR	null
1057	Air Mauritius	Mauritius	MK	MAU	null
1066	Air Madagascar	Madagascar	MD	MDG	null
1073	Air Moldova	Moldova	9U	MLD	null
1087	Air Plus Comet	Spain	A7	MPD	null
1109	Astair	Russian Federation	8D	null	null
1116	Aero Contractors	Nigeria	AJ	NIG	null
1143	Aeropelican Air Services	Australia	OT	PEL	null
1188	Aer Arann	Ireland	RE	REA	null
1191	Air Austral	France	UU	REU	null
1200	Asian Spirit	Philippines	6K	RIT	null
1202	Air Afrique	Ivory Coast	RK	RKA	null
1203	Airlinair	France	A5	RLA	null
1206	Aero Lanka	Sri Lanka	QL	RLN	null
1213	Air Salone	Sierra Leone	20	RNE	null
1216	Armavia	Armenia	U8	RNV	null
1224	AeroRep	Colombia	P5	RPB	null
1230	Aero-Service	Republic of the Congo	BF	RSR	null
1231	Aerosur	Bolivia	5L	RSU	null
1232	Aeronorte	Portugal	null	RTE	null
1266	Avient Aviation	Zimbabwe	Z3	SMJ	null
1287	Aircompany Yakutia	Russia	R3	SYL	null
1290	Aeromar	Mexico	VW	TAO	null
1299	Arkefly	Netherlands	OR	TFL	null
1308	Airlines PNG	Papua New Guinea	CG	TOK	null
1316	AirTran Airways	United States	FL	TRS	null
1317	Air Transat	Canada	TS	TSC	null
1322	Avialeasing Aviation Company	Uzbekistan	EC	TWN	null
1326	Tyrolean Airways	Austria	VO	TYR	null
1338	Aerolineas Galapagos (Aerogal)	Ecuador	2K	GLG	null
1340	Alrosa Mirny Air Enterprise	Russia	6R	DRU	null
1355	British Airways	United Kingdom	BA	BAW	null
1359	Biman Bangladesh Airlines	Bangladesh	BG	BBC	null
1401	Belair Airlines	Switzerland	4T	BHP	null
1403	Bahamasair	Bahamas	UP	BHS	null
1411	British International Helicopters	United Kingdom	BS	BIH	null
1420	BF-Lento OY	Finland	null	BKF	null
1422	Bangkok Airways	Thailand	PG	BKP	null
1427	Blue1	Finland	KF	BLF	null
1431	Baltic Airlines	Russia	null	BLL	null
1434	Bearskin Lake Air Service	Canada	JV	BLS	null
1436	Bellview Airlines	Nigeria	B3	BLV	null
1437	bmi	United Kingdom	BD	BMA	bmi British Midland
1441	bmibaby	United Kingdom	WW	BMI	null
1442	Bemidji Airlines	United States	CH	BMJ	null
1445	British Midland Regional	United Kingdom	null	BMR	null
1463	Blue Panorama Airlines	Italy	BV	BPA	null
1466	Budapest Aircraft Services/Manx2	Hungary	null	BPS	null
1472	Bering Air	United States	8E	BRG	null
1476	Brazilian Air Force	Brazil	null	BRS	null
1478	Belavia Belarusian Airlines	Belarus	B2	BRU	null
1500	Metro Batavia	Indonesia	7P	BTV	null
1508	Berjaya Air	Malaysia	J8	BVT	null
1510	Blue Wings	Germany	QW	BWG	null
1523	Brit Air	France	DB	BZH	null
1531	Brussels Airlines	Belgium	SN	DAT	SN Brussels Airlines
1539	Binter Canarias	Spain	NT	IBB	null
1542	Blue Air	Romania	0B	JOR	null
1543	British Mediterranean Airways	United Kingdom	KJ	LAJ	null
1548	Bulgaria Air	Bulgaria	FB	LZB	null
1550	Barents AirLink	Sweden	8N	NKF	null
1581	CAL Cargo Air Lines	Israel	5C	ICL	null
1607	Calima Aviacion	Spain	XG	CLI	null
1615	Canadian Airlines	Canada	CP	CDN	null
1623	Canadian North	Canada	5T	MPE	null
1629	Cape Air	United States	9K	KAP	null
1663	Caribbean Airlines	Trinidad and Tobago	BW	BWA	null
1669	Carpatair	Romania	V3	KRP	null
1675	Caspian Airlines	Iran	RV	CPN	null
1680	Cathay Pacific	Hong Kong SAR of China	CX	CPA	null
1682	Cayman Airways	Cayman Islands	KX	CAY	null
1683	Cebu Pacific	Philippines	5J	CEB	null
1700	Central Connect Airlines	Czech Republic	null	CCG	null
1708	Centralwings	Poland	C0	CLW	null
1737	Charter Air	Austria	null	CHW	null
1739	Chautauqua Airlines	United States	RP	CHQ	null
1756	China Airlines	Taiwan	CI	CAL	null
1758	China Eastern Airlines	China	MU	CES	null
1767	China Southern Airlines	China	CZ	CSN	null
1769	China United Airlines	China	HR	CUA	null
1771	Yunnan Airlines	China	3Q	CYH	null
1781	Cimber Air	Denmark	QI	CIM	null
1784	Cirrus Airlines	Germany	C9	RUS	null
1789	City Airline	Sweden	CF	SDR	null
1790	City Connexion Airlines	Burundi	G3	CIX	null
1792	CityJet	Ireland	WX	BCY	null
1795	BA CityFlyer	United Kingdom	CJ	CFE	null
1808	Click Airways	Kyrgyzstan	null	CGK	null
1814	Coastal Air	United States	DQ	null	null
1821	Colgan Air	United States	9L	CJC	null
1828	Comair	United States	OH	COM	null
1829	Comair	South Africa	MN	CAW	null
1843	CommutAir	United States	C5	UCA	null
1844	Comores Airlines	Comoros	KR	CWK	null
1860	Compass Airlines	United States	CP	CPZ	null
1868	Condor Flugdienst	Germany	DE	CFG	null
1876	Consorcio Aviaxsa	Mexico	6A	CHP	null
1879	Contact Air	Germany	C3	KIS	Contactair
1881	Continental Airlines	United States	CO	COA	null
1883	Continental Express	United States	CO	null	null
1884	Continental Micronesia	United States	CS	CMI	null
1886	Conviasa	Venezuela	V0	VCV	null
1889	Copa Airlines	Panama	CM	CMP	null
1892	Copterline	Finland	null	AAQ	null
1894	Corendon Airlines	Turkey	null	CAI	null
1908	Corsairfly	France	SS	CRL	null
1909	Corse-Mediterranee	France	XK	CCM	null
1923	Crest Aviation	United Kingdom	null	CAN	null
1925	Croatia Airlines	Croatia	OU	CTN	null
1931	Crown Airways	United States	null	CRO	null
1936	Cubana de Aviación	Cuba	CU	CUB	null
1942	Cyprus Airways	Cyprus	CY	CYP	null
1943	Cyprus Turkish Airlines	Turkey	YK	null	null
1946	Czech Airlines	Czech Republic	OK	CSA	CSA Czech Airlines
1954	DAT Danish Air Transport	Denmark	DX	DTR	null
1966	Daallo Airlines	Djibouti	D3	DAO	null
1973	Dalavia	Russia	H8	KHB	null
1983	Darwin Airline	Switzerland	0D	DWT	null
2006	Delta Aerotaxi	Italy	null	DEA	null
2009	Delta Air Lines	United States	DL	DAL	null
2013	Denim Air	Netherlands	null	DNM	null
2021	Deutsche Bahn	Germany	2A	null	null
2041	Djibouti Airlines	Djibouti	D8	DJB	null
2042	Dniproavia	Ukraine	null	UDN	null
2047	Dominicana de Aviaci	Dominican Republic	DO	DOA	null
2048	Domodedovo Airlines	Russia	E3	DMO	null
2051	DonbassAero	Ukraine	5D	UDC	null
2056	Dragonair	DRAGON	KA	HDA	null
2058	Druk Air	Bhutan	KB	DRK	null
2061	Dubrovnik Air	Croatia	null	DBK	null
2070	Dutch Antilles Express	Netherlands Antilles	null	DNL	null
2077	dba	Germany	DI	BAG	null
2091	EVA Air	Taiwan	BR	EVA	null
2094	Eagle Air	Uganda	H7	null	null
2104	East African	Uganda	QU	UGX	null
2117	Eastern Airways	United Kingdom	T3	EZE	null
2125	Eastland Air	Australia	DK	ELA	null
2137	Ecuavia	Ecuador	null	ECU	null
2138	Edelweiss Air	Switzerland	WK	EDW	null
2143	Egyptair	Egypt	MS	MSR	null
2150	El Al Israel Airlines	Israel	LY	ELY	null
2155	El-Buraq Air Transport	Libya	UZ	BRQ	null
2183	Emirates	United Arab Emirates	EK	UAE	Emirates Airlines
2193	Empresa Ecuatoriana De Aviacion	Ecuador	EU	EEA	null
2213	Eritrean Airlines	Eritrea	B8	ERT	null
2218	Estonian Air	Estonia	OV	ELL	null
2220	Ethiopian Airlines	Ethiopia	ET	ETH	null
2222	Etihad Airways	United Arab Emirates	EY	ETD	null
2226	Euro Exec Express	Sweden	RZ	null	null
2237	Eurocypria Airlines	Cyprus	UI	ECA	null
2239	Eurofly Service	Italy	GJ	EEU	null
2245	Eurolot	Poland	K2	ELO	null
2251	European Air Express	Germany	EA	EAL	null
2260	Eurowings	Germany	EW	EWG	null
2261	Evergreen International Airlines	United States	EZ	EIA	null
2264	Excel Airways	United Kingdom	JN	XLA	null
2265	Excel Charter	United Kingdom	null	XEL	null
2293	Express One International	United States	EO	LHN	null
2295	ExpressJet	United States	XE	BTA	null
2297	easyJet	United Kingdom	U2	EZY	EasyJet Airline
2324	Far Eastern Air Transport	Taiwan	EF	EFA	null
2350	Finnair	Finland	AY	FIN	null
2351	Finncomm Airlines	Finland	FC	WBA	null
2353	Firefly	Malaysia	FY	FFM	null
2354	First Air	Canada	7F	FAB	null
2357	First Choice Airways	United Kingdom	DP	FCA	null
2395	Flightline	United Kingdom	B5	FLT	null
2404	Florida West International Airways	United States	RF	FWL	null
2417	AirAsia X	Malaysia	D7	XAX	FlyAsianXpress
2418	FlyLal	Lithuania	TE	LIL	null
2419	FlyNordic	Sweden	LF	NDC	null
2420	Flybaboo	Switzerland	F7	BBO	null
2421	Flybe	United Kingdom	BE	BEE	null
2425	Flyglobespan	United Kingdom	B4	GSM	null
2429	Flyhy Cargo Airlines	Thailand	null	FYH	null
2439	Formosa Airlines	Taiwan	VY	FOS	null
2454	Freedom Air	United States	FP	FRE	null
2456	Freedom Airlines	United States	null	FRL	null
2468	Frontier Airlines	United States	F9	FFT	null
2470	Frontier Flying Service	United States	2F	FTA	null
2486	GB Airways	United Kingdom	GT	GBL	null
2520	Garuda Indonesia	Indonesia	GA	GIA	null
2524	Gazpromavia	Russia	4G	GZP	null
2538	Georgian Airways	Georgia	A9	TGZ	null
2541	Georgian National Airlines	Georgia	QB	GFG	null
2547	Germania	Germany	ST	GMI	null
2548	Germanwings	Germany	4U	GWI	null
2556	Ghana International Airlines	Ghana	G0	GHB	null
2575	Go Air	India	G8	GOW	null
2577	GoJet Airlines	United States	G7	GJS	null
2581	Gol Transportes Aéreos	Brazil	G3	GLO	null
2585	Golden Air	Sweden	DC	GAO	null
2607	Great Lakes Airlines	United States	ZK	GLA	null
2622	Grupo TACA	Costa Rica	TA	TAT	TACA
2637	Gulf Air	Oman	null	GFA	null
2638	Gulf Air Bahrain	Bahrain	GF	GBA	null
2645	Gulfstream International Airlines	United States	null	GFT	null
2657	Hageland Aviation Services	United States	H6	HAG	null
2660	Hainan Airlines	China	HU	CHH	null
2663	Haiti Ambassador Airlines	Haiti	2T	HAM	null
2674	Hamburg International	Germany	4R	HHI	null
2681	TUIfly	Germany	X3	HLX	null
2682	Hapagfly	Germany	HF	HLF	null
2688	Hawaiian Airlines	United States	HA	HAL	null
2692	Hawkair	Canada	BH	null	null
2704	Heli France	France	8H	HFR	null
2731	Helijet	Canada	JB	JBA	null
2747	Hellas Jet	Greece	T4	HEJ	null
2748	Hello	Switzerland	HW	FHE	null
2750	Helvetic Airways	Switzerland	2L	OAW	null
2757	Hex'Air	France	UD	HER	null
2761	Highland Airways	United Kingdom	null	HWY	null
2765	Hokkaido International Airlines	Japan	HD	ADO	null
2773	Hong Kong Airlines	Hong Kong SAR of China	HX	CRK	null
2774	Hong Kong Express Airways	Hong Kong SAR of China	UO	HKE	null
2778	Horizon Air	United States	QX	QXE	Horizon Airlines
2782	Horizon Airlines	Australia	BN	HZA	null
2822	Iberia Airlines	Spain	IB	IBE	null
2825	Iberworld	Spain	TY	IWD	null
2826	Ibex Airlines	Japan	FW	IBX	null
2829	Icar Air	Bosnia and Herzegovina	null	RAC	null
2835	Icelandair	Iceland	FI	ICE	null
2845	Imair Airlines	Azerbaijan	IK	ITX	null
2850	IndiGo Airlines	India	6E	IGO	null
2853	Indian Airlines	India	IC	IAC	null
2855	Indigo	United States	I9	IBU	null
2857	Indonesia AirAsia	Indonesia	QZ	AWQ	null
2858	Indonesian Airlines	Indonesia	IO	IAA	null
2881	Interair South Africa	South Africa	D6	ILN	null
2883	Interavia Airlines	Russia	ZA	SUW	null
2896	Interlink Airlines	South Africa	ID	ITK	null
2916	Intersky	Austria	3L	ISK	null
2922	Iran Air	Iran	IR	IRA	null
2923	Iran Aseman Airlines	Iran	EP	IRC	null
2926	Iraqi Airways	Iraq	IA	IAW	null
2937	Island Airlines	United States	IS	null	null
2942	Cargo Plus Aviation	United Arab Emirates	8L	CGP	null
2948	Islas Airways	Spain	IF	ISW	null
2950	Islena De Inversiones	Honduras	WC	ISV	null
2954	Israir	Israel	6H	ISR	null
2958	Itek Air	Kyrgyzstan	GI	IKA	null
2969	JAL Express	Japan	JC	JEX	null
2970	JALways	Japan	JO	JAZ	null
2987	Japan Airlines	Japan	JL	JAL	JAL Japan Airlines
2988	Japan Airlines Domestic	Japan	JL	JAL	null
2989	Japan Asia Airways	Japan	EG	JAA	null
2990	Japan Transocean Air	Japan	NU	JTA	null
2993	Jazeera Airways	Kuwait	J9	JZR	null
2994	Jeju Air	Republic of Korea	7C	JJA	null
3000	Jet Airways	India	9W	JAI	null
3001	Jet Airways	United States	QJ	null	null
3021	Jetstar Asia Airways	Singapore	3K	JSA	null
3026	Jet2.com	United Kingdom	LS	EXS	null
3027	Jet4You	Morocco	8J	JFU	null
3029	JetBlue Airways	United States	B6	JBU	null
3032	Jetairfly	Belgium	JF	JAF	null
3039	Jetflite	Finland	null	JEF	null
3052	Jetstar Airways	Australia	JQ	JST	null
3081	Juneyao Airlines	China	HO	DKH	null
3087	KD Avia	Russia	KD	KNI	null
3088	KLM Cityhopper	Netherlands	WA	KLC	null
3090	KLM Royal Dutch Airlines	Netherlands	KL	KLM	null
3097	Kam Air	Afghanistan	RQ	KMF	null
3110	Kavminvodyavia	Russia	KV	MVD	null
3122	Kendell Airlines	Australia	null	KDA	null
3123	Kenmore Air	United States	M5	KEN	null
3126	Kenya Airways	Kenya	KQ	KQA	null
3142	Kingfisher Airlines	India	IT	KFR	null
3148	Kish Air	Iran	Y9	IRK	null
3157	Kogalymavia Air Company	Russia	7K	KGL	null
3163	Korean Air	Republic of Korea	KE	KAL	null
3165	Kosmos	Russia	null	KSM	null
3168	Krasnojarsky Airlines	Russia	7B	KJC	null
3175	Kuban Airlines	Russia	GW	KIL	null
3179	Kuwait Airways	Kuwait	KU	KAC	null
3180	Kuzu Airlines Cargo	Turkey	GO	KZU	null
3197	LACSA	Costa Rica	LR	LRC	null
3200	LAN Airlines	Chile	LA	LAN	null
3201	LAN Argentina	Argentina	4M	DSM	null
3204	LAN Express	Chile	LU	LXP	null
3205	LAN Peru	Peru	LP	LPE	null
3210	LOT Polish Airlines	Poland	LO	LOT	null
3211	LTE International Airways	Spain	XO	LTE	null
3212	LTU Austria	Austria	L3	LTO	null
3233	Lao Airlines	Lao Peoples Democratic Republic	QV	LAO	null
3237	LatCharter	Latvia	null	LTC	null
3239	Lauda Air	Austria	NG	LDA	null
3251	Leeward Islands Air Transport	Antigua and Barbuda	LI	LIA	null
3258	Libyan Arab Airlines	Libya	LN	LAA	null
3287	Linhas A	Mozambique	LM	LAM	null
3290	Lion Mentari Airlines	Indonesia	JT	LNI	null
3319	Luftfahrtgesellschaft Walter	Germany	HE	LGW	null
3320	Lufthansa	Germany	LH	DLH	null
3321	Lufthansa Cargo	Germany	LH	GEC	null
3322	Lufthansa CityLine	Germany	CL	CLH	null
3326	Lufttransport	Norway	L5	LTR	null
3329	Luxair	Luxembourg	LG	LGL	null
3342	L	Argentina	MJ	LPR	null
3349	MasAir	Mexico	M7	MAA	null
3350	MAT Macedonian Airlines	Macedonia	IN	MAK	null
3354	MIAT Mongolian Airlines	Mongolia	OM	MGL	null
3357	MNG Airlines	Turkey	MB	MNB	null
3363	Macair Airlines	Australia	CC	MCK	null
3366	Maersk	Denmark	DM	null	null
3370	Mahan Air	Iran	W5	IRM	null
3378	Malaysia Airlines	Malaysia	MH	MAS	null
3384	Malmo Aviation	Sweden	null	SCW	null
3386	Malmö Aviation	Sweden	TF	SCW	null
3387	Malta Air Charter	Malta	R5	MAC	null
3389	Malév	Hungary	MA	MAH	null
3391	Mandala Airlines	Indonesia	RI	MDL	null
3392	Mandarin Airlines	Taiwan	AE	MDA	null
3393	Mango	South Africa	JE	MNO	null
3411	Martinair	Netherlands	MP	MPH	null
3432	Maxair	Sweden	8M	MXL	null
3437	Maya Island Air	Belize	MW	MYD	null
3463	Meridiana	Italy	IG	ISS	null
3465	Merpati Nusantara Airlines	Indonesia	MZ	MNA	null
3466	Mesa Airlines	United States	YV	ASH	null
3467	Mesaba Airlines	United States	XJ	MES	null
3479	Mexicana de Aviaci	Mexico	MX	MXA	null
3490	Middle East Airlines	Lebanon	ME	MEA	null
3494	Midway Airlines	United States	JI	MDW	null
3497	Midwest Airlines	United States	YX	MEP	null
3498	Midwest Airlines (Egypt)	Egypt	MY	MWA	null
3529	Moldavian Airlines	Moldova	2M	MDV	null
3532	Monarch Airlines	United Kingdom	ZB	MON	null
3534	Myway Airlines	Italy	8I	null	null
3539	Montenegro Airlines	Montenegro	YM	MGX	null
3542	Morningstar Air Express	Canada	null	MAL	null
3545	Moskovia Airlines	Russia	3R	GAI	null
3547	Motor Sich	Ukraine	M9	MSI	null
3568	MyTravel Airways	United Kingdom	VZ	MYT	null
3569	Myanma Airways	Myanmar	UB	UBA	null
3570	Myanmar Airways International	Myanmar	8M	MMM	null
3571	Myflug	Iceland	null	MYA	null
3589	Nasair	Eritrea	UE	NAS	null
3608	National Jet Systems	Australia	NC	NJS	null
3613	Nationwide Airlines	South Africa	CE	NTW	null
3618	Nauru Air Corporation	Nauru	ON	RON	null
3637	Nepal Airlines	Nepal	RA	RNA	null
3641	NetJets	United States	1I	EJA	null
3644	New England Airlines	United States	EJ	NEA	null
3652	NextJet	Sweden	2N	NTJ	null
3661	Niki	Austria	HG	NLY	null
3674	Nok Air	Thailand	DD	NOK	null
3684	Norfolk County Flight College	United Kingdom	null	NCF	null
3693	North American Airlines	Canada	null	NTM	null
3694	North American Charters	Canada	null	HMR	null
3721	Northern Dene Airways	Canada	U7	null	null
3731	Northwest Airlines	United States	NW	NWA	null
3734	Northwestern Air	Canada	J3	PLR	null
3737	Norwegian Air Shuttle	Norway	DY	NAX	null
3738	Norwegian Aviation College	Norway	null	TFN	null
3740	Nouvel Air Tunisie	Tunisia	BJ	LBT	null
3743	Novair	Sweden	1I	NVR	null
3754	Nas Air	Saudi Arabia	XY	KNE	null
3759	Oasis Hong Kong Airlines	Hong Kong	O8	OHK	null
3760	Ocean Air	Mauritania	null	BCN	null
3764	Oceanair	Brazil	O6	ONE	null
3765	Oceanic Airlines	Guinea	O2	null	null
3776	Olympic Airlines	Greece	OA	OAL	null
3778	Oman Air	Oman	WY	OMA	null
3781	Omni Air International	United States	OY	OAE	null
3785	One Two Go Airlines	Thailand	null	OTG	null
3788	Onur Air	Turkey	8Q	OHY	null
3805	Orenburg Airlines	Russia	R2	ORB	null
3811	Orient Thai Airlines	Thailand	OX	OEA	null
3814	Origin Pacific Airways	New Zealand	QO	OGN	null
3822	Ostfriesische Lufttransport	Germany	OL	OLT	null
3826	Overland Airways	Nigeria	OJ	OLA	null
3831	Ozjet Airlines	Australia	O7	OZJ	null
3834	PAN Air	Spain	PV	PNR	null
3835	PB Air	Thailand	9Q	PBA	null
3839	PLUNA	Uruguay	PU	PUA	null
3840	PMTair	Cambodia	U4	PMT	null
3850	Jetstar Pacific	Vietnam	BL	PIC	Pacific Airlines
3856	Pacific Coastal Airline	Canada	8P	PCO	null
3857	Pacific East Asia Cargo Airlines	Philippines	Q8	PEC	null
3860	Pacific Island Aviation	United States	null	PSA	null
3865	Pacific Wings	United States	LW	NMI	null
3871	Pakistan International Airlines	Pakistan	PK	PIA	PIA Pakistan International
3907	Paramount Airways	India	I7	PMW	null
3914	Passaredo Transportes Aereos	Brazil	null	PTB	null
3926	Pegasus Airlines	Turkey	PC	PGT	null
3935	Peninsula Airways	United States	KS	PEN	null
3952	Philippine Airlines	Philippines	PR	PAL	null
3969	Piedmont Airlines (1948-1989)	United States	PI	PDT	null
3976	Pinnacle Airlines	United States	9E	FLG	null
3995	Polet	Russia	null	POT	null
4013	Polynesian Airlines	Samoa	PH	PAO	null
4021	Porter Airlines	Canada	PD	POE	null
4022	Portugalia	Portugal	NI	PGA	null
4026	Potomac Air	United States	BK	PDC	null
4031	Precision Air	Tanzania	PW	PRF	null
4056	Privatair	Switzerland	null	PTI	null
4066	Proflight Commuter Services	Zambia	P0	null	null
