"actor_id","movie_id"
"7352","21027"
"8910","21028"
"11386","21028"
"16295","21028"
"16713","21028"
"10226","21029"
"17242","21029"
"11849","21029"
"8945","21029"
"9218","21030"
"13599","21030"
"15643","21030"
"10196","21030"
"15307","21031"
"17702","21031"
"14683","21031"
"16229","21031"
"16423","21032"
"5282","21032"
"13850","21032"
"14552","21032"
"13962","21033"
"14566","21033"
"15308","21033"
"18558","21033"
"18555","21034"
"16116","21034"
"19505","21034"
"18399","21034"
"5859","21035"
"4848","21035"
"10288","21035"
"19193","21035"
"7912","21036"
"12747","21036"
"18448","21036"
"8288","21036"
"20089","21037"
"13301","21037"
"14213","21037"
"7139","21037"
"16598","21038"
"15544","21038"
"9100","21038"
"9707","21038"
"8732","21039"
"5823","21039"
"17944","21039"
"11650","21039"
"9959","21040"
"6621","21040"
"14656","21040"
"5390","21040"
"9335","21041"
"13554","21041"
"16834","21041"
"10785","21041"
"17183","21042"
"6414","21042"
"18614","21042"
"16843","21042"
"15364","21043"
"16578","21043"
"6330","21043"
"14869","21043"
"13527","21044"
"16221","21044"
"5205","21044"
"10694","21044"
"13394","21045"
"12966","21045"
"6998","21045"
"19565","21045"
"9658","21046"
"9236","21046"
"18342","21046"
"11474","21046"
"11393","21047"
"16747","21047"
"7404","21047"
"6164","21047"
"19509","21048"
"12696","21048"
"16767","21048"
"19219","21048"
"15859","21049"
"11765","21049"
"20759","21049"
"16410","21049"
"19584","21050"
"14781","21050"
"12468","21050"
"12786","21050"
"11381","21051"
"12807","21051"
"17399","21051"
"13957","21051"
"18454","21052"
"8141","21052"
"15147","21052"
"17387","21052"
"17398","21053"
"17393","21053"
"20430","21053"
"9051","21053"
"19840","21054"
"19207","21054"
"10745","21054"
"7090","21054"
"20324","21055"
"10914","21055"
"14902","21055"
"6330","21055"
"11011","21056"
"11545","21056"
"13668","21056"
"16692","21056"
"18074","21057"
"13030","21057"
"5872","21057"
"13277","21057"
"10144","21058"
"16607","21058"
"17997","21058"
"14258","21058"
"17597","21059"
"13995","21059"
"6596","21059"
"17404","21059"
"6712","21060"
"7219","21060"
"18476","21060"
"14082","21060"
"11346","21061"
"18017","21061"
"10208","21061"
"14659","21061"
"18866","21062"
"7139","21062"
"10774","21062"
"8013","21062"
"13518","21063"
"18342","21063"
"5282","21063"
"13021","21063"
"12502","21064"
"8098","21064"
"5091","21064"
"10257","21064"
"13958","21065"
"15585","21065"
"9486","21065"
"7504","21065"
"13363","21066"
"10197","21066"
"6215","21066"
"6112","21066"
"10793","21067"
"18264","21067"
"8895","21067"
"15252","21067"
"16568","21068"
"8157","21068"
"17887","21068"
"15953","21068"
"11986","21069"
"13764","21069"
"11536","21069"
"10820","21069"
"12534","21070"
"11987","21070"
"6115","21070"
"16438","21070"
"8939","21071"
"17759","21071"
"16785","21071"
"18545","21071"
"20554","21072"
"14134","21072"
"13418","21072"
"19193","21072"
"16383","21073"
"17980","21073"
"16513","21073"
"8867","21073"
"16197","21074"
"5449","21074"
"7395","21074"
"14738","21074"
"9558","21075"
"14508","21075"
"15750","21075"
"15043","21075"
"7938","21076"
"8014","21076"
"12502","21076"
"20632","21076"
"8889","21077"
"12349","21077"
"9026","21077"
"17990","21077"
"17496","21078"
"9521","21078"
"20517","21078"
"12858","21078"
"12516","21079"
"7426","21079"
"16692","21079"
"9936","21079"
"4864","21080"
"14849","21080"
"15412","21080"
"7765","21080"
"11243","21081"
"10261","21081"
"6021","21081"
"9125","21081"
"12896","21082"
"7736","21082"
"10201","21082"
"20107","21082"
"18884","21083"
"14791","21083"
"5881","21083"
"11123","21083"
"16187","21084"
"17397","21084"
"12951","21084"
"14323","21084"
"9569","21085"
"4841","21085"
"13617","21085"
"12754","21085"
"19386","21086"
"15140","21086"
"11395","21086"
"20212","21086"
"12276","21087"
"20620","21087"
"19623","21087"
"13154","21087"
"14532","21088"
"19241","21088"
"13021","21088"
"20362","21088"
"19023","21089"
"16807","21089"
"16776","21089"
"15539","21089"
"10575","21090"
"15609","21090"
"18312","21090"
"13469","21090"
"5675","21091"
"12290","21091"
"6797","21091"
"5164","21091"
"6863","21092"
"11039","21092"
"18450","21092"
"19051","21092"
"16897","21093"
"8497","21093"
"13376","21093"
"9911","21093"
"8999","21094"
"5615","21094"
"16052","21094"
"17770","21094"
"8772","21095"
"16262","21095"
"13388","21095"
"9125","21095"
"8208","21096"
"14239","21096"
"18168","21096"
"11920","21096"
"17157","21097"
"8900","21097"
"10950","21097"
"14308","21097"
"14507","21098"
"13390","21098"
"11792","21098"
"10317","21098"
"19005","21099"
"15217","21099"
"8401","21099"
"11811","21099"
"11998","21100"
"10340","21100"
"9132","21100"
"5905","21100"
"10584","21101"
"6313","21101"
"17273","21101"
"12737","21101"
"14693","21102"
"9541","21102"
"10420","21102"
"11048","21102"
"14668","21103"
"18369","21103"
"18683","21103"
"7831","21103"
"13873","21104"
"10658","21104"
"18648","21104"
"17414","21104"
"19076","21105"
"4998","21105"
"20710","21105"
"19741","21105"
"11465","21106"
"20473","21106"
"8474","21106"
"13625","21106"
"13301","21107"
"11474","21107"
"7266","21107"
"17719","21107"
"17441","21108"
"18654","21108"
"5508","21108"
"10914","21108"
"11801","21109"
"13259","21109"
"18755","21109"
"7010","21109"
"6627","21110"
"20632","21110"
"10368","21110"
"6021","21110"
"8436","21111"
"15736","21111"
"10420","21111"
"13388","21111"
"13625","21112"
"6489","21112"
"13152","21112"
"8315","21112"
"7582","21113"
"6267","21113"
"4872","21113"
"6643","21113"
"12046","21114"
"5808","21114"
"13029","21114"
"16662","21114"
"20459","21115"
"16248","21115"
"18124","21115"
"15945","21115"
"17079","21116"
"19021","21116"
"6206","21116"
"6330","21116"
"9967","21117"
"10488","21117"
"20321","21117"
"10655","21117"
"18266","21118"
"11037","21118"
"18435","21118"
"8998","21118"
"17195","21119"
"10969","21119"
"17418","21119"
"19585","21119"
"13521","21120"
"15649","21120"
"10506","21120"
"9356","21120"
"10872","21121"
"18752","21121"
"12445","21121"
"10462","21121"
"20706","21122"
"9887","21122"
"14181","21122"
"15275","21122"
"14334","21123"
"4964","21123"
"13147","21123"
"5960","21123"
"6067","21124"
"16403","21124"
"20632","21124"
"11011","21124"
"5128","21125"
"8055","21125"
"17446","21125"
"9356","21125"
"18623","21126"
"6579","21126"
"8909","21126"
"20504","21126"
"16229","21127"
"8568","21127"
"5889","21127"
"10317","21127"
"6944","21128"
"6949","21128"
"10826","21128"
"7163","21128"
"20327","21129"
"12585","21129"
"9341","21129"
"15408","21129"
"15853","21130"
"11929","21130"
"12279","21130"
"13949","21130"
"15811","21131"
"15405","21131"
"9477","21131"
"18820","21131"
"5296","21132"
"16293","21132"
"11075","21132"
"17330","21132"
"9803","21133"
"18216","21133"
"14511","21133"
"8872","21133"
"15374","21134"
"16171","21134"
"16210","21134"
"8452","21134"
"19875","21135"
"13926","21135"
"16252","21135"
"5635","21135"
"10168","21136"
"12205","21136"
"13752","21136"
"12662","21136"
"19654","21137"
"10573","21137"
"15197","21137"
"14148","21137"
"13790","21138"
"6807","21138"
"13516","21138"
"13333","21138"
"17624","21139"
"15663","21139"
"15490","21139"
"18499","21139"
"20579","21140"
"17962","21140"
"10288","21140"
"16972","21140"
"14899","21141"
"14008","21141"
"9510","21141"
"20136","21141"
"10358","21142"
"5233","21142"
"10489","21142"
"10493","21142"
"6582","21143"
"10017","21143"
"8998","21143"
"7437","21143"
"15138","21144"
"14979","21144"
"19656","21144"
"14050","21144"
"9914","21145"
"11406","21145"
"14265","21145"
"8484","21145"
"13087","21146"
"17318","21146"
"9532","21146"
"8452","21146"
"10129","21147"
"6805","21147"
"10733","21147"
"13743","21147"
"12116","21148"
"11355","21148"
"7342","21148"
"15581","21148"
"7930","21149"
"8109","21149"
"12790","21149"
"9417","21149"
"16769","21150"
"14827","21150"
"4964","21150"
"9936","21150"
"10552","21151"
"12577","21151"
"16087","21151"
"6377","21151"
"19392","21152"
"19160","21152"
"18570","21152"
"6844","21152"
"15512","21153"
"18650","21153"
"16391","21153"
"6572","21153"
"11779","21154"
"12412","21154"
"8954","21154"
"14334","21154"
"18467","21155"
"17239","21155"
"18131","21155"
"9695","21155"
"18851","21156"
"11885","21156"
"16171","21156"
"16585","21156"
"8556","21157"
"10213","21157"
"11944","21157"
"9612","21157"
"16500","21158"
"12911","21158"
"12275","21158"
"10613","21158"
"8952","21159"
"9863","21159"
"10923","21159"
"17780","21159"
"10791","21160"
"16769","21160"
"18098","21160"
"7409","21160"
"9775","21161"
"7749","21161"
"13250","21161"
"17144","21161"
"7887","21162"
"11560","21162"
"17433","21162"
"11290","21162"
"9773","21163"
"7320","21163"
"17349","21163"
"18748","21163"
"19844","21164"
"6966","21164"
"19718","21164"
"9015","21164"
"13348","21165"
"16004","21165"
"14892","21165"
"9886","21165"
"9651","21166"
"8795","21166"
"12658","21166"
"6545","21166"
"19896","21167"
"19768","21167"
"12061","21167"
"5651","21167"
"5610","21168"
"15480","21168"
"19780","21168"
"9998","21168"
"11808","21169"
"17418","21169"
"15374","21169"
"6330","21169"
"8222","21170"
"16171","21170"
"17702","21170"
"8035","21170"
"6932","21171"
"5651","21171"
"11105","21171"
"14714","21171"
"10367","21172"
"4899","21172"
"10196","21172"
"17176","21172"
"14688","21173"
"16741","21173"
"15707","21173"
"19964","21173"
"8875","21174"
"20723","21174"
"5544","21174"
"18869","21174"
"5336","21175"
"9284","21175"
"12218","21175"
"5310","21175"
"12347","21176"
"18427","21176"
"9844","21176"
"16410","21176"
"11871","21177"
"5616","21177"
"13836","21177"
"12910","21177"
"11257","21178"
"6946","21178"
"14374","21178"
"7063","21178"
"12970","21179"
"18095","21179"
"15473","21179"
"8230","21179"
"5128","21180"
"9112","21180"
"15291","21180"
"13421","21180"
"13521","21181"
"14963","21181"
"18748","21181"
"16776","21181"
"19076","21182"
"9100","21182"
"16395","21182"
"9047","21182"
"13191","21183"
"19066","21183"
"5438","21183"
"16942","21183"
"17042","21184"
"13177","21184"
"9640","21184"
"11786","21184"
"20336","21185"
"6210","21185"
"20125","21185"
"13728","21185"
"10954","21186"
"5933","21186"
"20505","21186"
"16395","21186"
"19207","21187"
"8856","21187"
"7266","21187"
"8616","21187"
"19608","21188"
"10202","21188"
"11304","21188"
"20767","21188"
"8770","21189"
"17522","21189"
"5913","21189"
"6325","21189"
"6681","21190"
"10286","21190"
"6335","21190"
"18095","21190"
"10893","21191"
"5968","21191"
"16605","21191"
"6537","21191"
"20044","21192"
"6500","21192"
"10346","21192"
"11123","21192"
"5407","21193"
"18630","21193"
"7727","21193"
"19241","21193"
"15924","21194"
"16708","21194"
"18544","21194"
"12187","21194"
"19590","21195"
"15574","21195"
"14859","21195"
"17676","21195"
"18017","21196"
"8753","21196"
"10658","21196"
"8148","21196"
"9276","21197"
"17020","21197"
"13317","21197"
"8945","21197"
"6344","21198"
"17675","21198"
"14744","21198"
"17174","21198"
"4869","21199"
"7624","21199"
"18823","21199"
"16410","21199"
"19113","21200"
"18457","21200"
"6643","21200"
"14561","21200"
"5651","21201"
"8148","21201"
"6268","21201"
"16767","21201"
"8702","21202"
"18908","21202"
"7353","21202"
"8419","21202"
"9835","21203"
"15201","21203"
"7132","21203"
"7569","21203"
"9356","21204"
"9669","21204"
"9514","21204"
"13835","21204"
"10053","21205"
"10621","21205"
"19193","21205"
"13469","21205"
"13301","21206"
"9735","21206"
"16638","21206"
"19241","21206"
"8717","21207"
"18303","21207"
"5787","21207"
"20527","21207"
"18389","21208"
"15977","21208"
"11029","21208"
"17596","21208"
"7351","21209"
"12804","21209"
"13544","21209"
"9047","21209"
"6313","21210"
"17029","21210"
"17578","21210"
"13132","21210"
"19288","21211"
"15615","21211"
"12790","21211"
"13366","21211"
"15480","21212"
"14714","21212"
"16638","21212"
"8945","21212"
"10964","21213"
"20309","21213"
"12277","21213"
"4894","21213"
"10651","21214"
"8962","21214"
"5264","21214"
"7701","21214"
"8706","21215"
"9015","21215"
"20555","21215"
"13835","21215"
"16025","21216"
"10893","21216"
"6689","21216"
"15374","21216"
"19059","21217"
"6866","21217"
"8684","21217"
"7781","21217"
"7148","21218"
"15714","21218"
"5456","21218"
"12754","21218"
"13191","21219"
"19875","21219"
"16692","21219"
"9065","21219"
"16113","21220"
"10733","21220"
"11188","21220"
"17361","21220"
"20750","21221"
"16210","21221"
"17158","21221"
"10196","21221"
"13943","21222"
"9569","21222"
"11395","21222"
"13464","21222"
"6337","21223"
"14331","21223"
"5375","21223"
"8230","21223"
"12271","21224"
"10791","21224"
"9660","21224"
"12689","21224"
"6530","21225"
"6302","21225"
"7631","21225"
"5151","21225"
"16454","21226"
"18771","21226"
"7978","21226"
"15691","21226"
"5647","21227"
"19990","21227"
"11323","21227"
"8174","21227"
"6352","21228"
"7687","21228"
"13021","21228"
"18748","21228"
"5910","21229"
"7621","21229"
"10791","21229"
"9998","21229"
"12379","21230"
"19036","21230"
"4831","21230"
"10934","21230"
"17315","21231"
"17874","21231"
"16413","21231"
"18232","21231"
"12891","21232"
"17237","21232"
"9043","21232"
"8475","21232"
"14947","21233"
"13935","21233"
"6703","21233"
"7781","21233"
"7037","21234"
"12115","21234"
"14326","21234"
"16380","21234"
"19854","21235"
