"user_id","movie_id","rate"
"2","25863","3"
"2","26101","3.5"
"2","26602","3"
"2","27162","2.5"
"2","27293","3"
"2","27861","3.5"
"2","27866","3"
"2","28707","3.5"
"2","28828","3.5"
"2","29834","4.5"
"2","21724","4.5"
"2","28199","3"
"3","24741","2"
"3","24013","5"
"3","24011","3"
"3","24001","4"
"3","23996","5"
"3","23965","4"
"3","23964","2"
"3","23927","4"
"3","23872","5"
"3","23867","4"
"3","23862","4"
"3","23830","4"
"3","23819","5"
"3","23801","5"
"3","23800","4"
"3","23794","5"
"3","23775","3"
"3","23754","5"
"3","23750","5"
"3","23749","3"
"3","23730","5"
"3","23685","5"
"3","23683","4"
"3","23672","1"
"3","23671","2"
"3","23648","5"
"3","23644","5"
"3","23639","3"
"3","23598","3"
"3","23583","5"
"3","23575","5"
"3","23573","4"
"3","23569","5"
"3","23565","5"
"3","23541","1"
"3","23509","4"
"3","23495","5"
"3","23486","5"
"3","23470","4"
"3","23456","4"
"3","23435","3"
"3","23419","5"
"3","23408","5"
"3","23395","1"
"3","23339","4"
"3","23258","5"
"3","23244","5"
"3","23195","4"
"3","23192","5"
"3","23189","4"
"3","23152","4"
"3","23130","4"
"3","23075","5"
"3","23056","5"
"3","23049","3"
"3","23030","4"
"3","22983","5"
"3","22982","3"
"3","22965","5"
"3","22952","5"
"3","22932","5"
"3","22931","4"
"3","22929","4"
"3","22928","5"
"3","22910","4"
"3","22899","5"
"3","22898","5"
"3","22893","3"
"3","22892","5"
"3","22887","4"
"3","22883","5"
"3","22881","5"
"3","22877","5"
"3","22875","4"
"3","22872","5"
"3","22867","5"
"3","22866","5"
"3","22865","5"
"3","22861","4"
"3","22860","5"
"3","22856","5"
"3","22842","5"
"3","22830","3"
"3","22822","5"
"3","22810","4"
"3","22809","4"
"3","22796","4"
"3","22795","4"
"3","22793","5"
"3","22789","4"
"3","22780","5"
"3","22777","2"
"3","22776","3"
"3","22773","5"
"3","22767","5"
"3","22735","5"
"3","22734","3"
"3","22728","5"
"3","22721","5"
"3","22720","5"
"3","22677","2"
"3","22676","4"
"3","22621","5"
"3","22585","1"
"3","22477","5"
"3","22466","4"
"3","22381","5"
"3","22350","3"
"3","22213","5"
"3","22203","4"
"3","22202","5"
"3","22194","5"
"3","22190","3"
"3","22189","3"
"3","22186","4"
"3","22183","3"
"3","22182","4"
"3","22167","4"
"3","22154","5"
"3","22145","5"
"3","22143","4"
"3","22124","4"
"3","22113","4"
"3","22106","5"
"3","22102","5"
"3","22099","4"
"3","22096","5"
"3","22091","5"
"3","22081","5"
"3","22076","5"
"3","22068","4"
"3","22067","5"
"3","22066","5"
"3","22049","5"
"3","22046","5"
"3","22035","5"
"3","22031","5"
"3","22028","5"
"3","22026","5"
"3","22025","5"
"3","22019","5"
"3","22017","5"
"3","22014","5"
"3","22011","5"
"3","22009","5"
"3","22004","5"
"3","22001","5"
"3","22000","5"
"3","21999","5"
"3","21998","5"
"3","21946","5"
"3","21934","5"
"3","21932","5"
"3","21914","5"
"3","20805","4"
"3","20834","5"
"3","20921","5"
"3","20957","5"
"3","20971","4"
"3","20995","3"
"3","21008","3"
"3","21089","5"
"3","21120","4"
"3","21127","5"
"3","21161","3"
"3","21181","5"
"3","21188","5"
"3","21190","5"
"3","21196","5"
"3","21199","4"
"3","21218","3"
"3","21243","3"
"3","21262","3"
"3","21265","4"
"3","21266","1"
"3","21272","4"
"3","21274","4"
"3","21301","4"
"3","21316","5"
"3","21392","5"
"3","21434","5"
"3","21435","5"
"3","21436","3"
"3","21440","5"
"3","21443","5"
"3","21455","4"
"3","21463","5"
"3","21669","5"
"3","21705","5"
"3","21713","4"
"3","21718","5"
"3","21729","5"
"3","21825","4"
"3","21831","4"
"3","21838","5"
"3","21847","5"
"3","21849","5"
"3","21850","5"
"3","21851","5"
"3","21852","5"
"3","21855","5"
"3","21890","5"
"3","21894","5"
"3","21905","5"
"4","29716","4.5"
"4","27952","4"
"4","27947","4"
"4","27605","4.5"
"4","23827","4"
"4","22211","4.5"
"4","21715","4"
"4","21236","5"
"4","29409","3.5"
"4","29401","4.5"
"4","29385","4.5"
"4","27873","4"
"4","27866","4.5"
"4","27861","3.5"
"4","27774","4"
"4","27744","4"
"4","26978","4"
"4","26824","2.5"
"4","26681","4"
"4","26602","4"
"4","26600","4"
"4","26482","3.5"
"4","26333","4"
"4","26192","3"
"4","26110","4.5"
"4","26101","3.5"
"4","25950","4"
"4","25863","4.5"
"4","25826","4.5"
"4","25798","3.5"
"4","25594","4.5"
"4","25555","3"
"4","25356","3.5"
"4","25126","4.5"
"4","25005","3.5"
"4","25004","3.5"
"4","24763","4.5"
"4","24759","3.5"
"4","24755","4"
"4","24750","4"
"4","24675","3.5"
"4","24627","4.5"
"4","24485","3.5"
"4","24135","4"
"4","23933","3.5"
"4","23879","3.5"
"4","23759","3.5"
"4","23685","3.5"
"4","23541","3.5"
"4","23533","3.5"
"4","20798","4"
"4","20839","4"
"4","20912","4"
"4","20957","4"
"4","20968","4"
"4","21049","3.5"
"4","21107","4.5"
"4","21176","3.5"
"4","21188","4"
"4","21196","4"
"4","21199","4"
"4","21212","4"
"4","21272","4"
"4","21344","4.5"
"4","21432","4"
"4","21434","3.5"
"4","21441","4"
"4","21444","5"
"4","21608","3.5"
"4","21669","2.5"
"4","21705","3.5"
"4","21729","4"
"4","21838","4"
"4","21854","5"
"4","21997","3"
"4","22027","2.5"
"4","22053","4"
"4","22124","4"
"4","22194","5"
"4","22209","3.5"
"4","22302","4.5"
"4","22350","3.5"
"4","22482","4"
"4","22515","4"
"4","22565","4"
"4","22569","4.5"
"4","22682","4.5"
"4","22728","4"
"4","22735","4"
"4","22770","3.5"
"4","22799","1.5"
"4","22861","5"
"4","23060","4"
"4","23079","4"
"4","23137","3.5"
"4","23214","4"
"4","23294","3.5"
"4","23456","4"
"4","23465","4.5"
"4","23476","4"
"5","28001","4.5"
"5","27937","3"
"5","27866","4"
"5","27737","3.5"
"5","27293","4"
"5","27162","5"
"5","27111","3"
"5","26294","5"
"5","25576","1.5"
"5","25293","1.5"
"5","24482","1.5"
"5","24042","3.5"
"5","23879","4"
"5","23811","1"
"5","23661","3"
"5","23532","4.5"
"5","23495","3"
"5","23463","4"
"5","23434","2"
"5","23360","1"
"5","23318","4"
"5","23317","3"
"5","23294","3.5"
"5","22965","4"
"5","22850","4"
"5","22794","4"
"5","22774","3"
"5","22669","3"
"5","22636","0.5"
"5","22537","2"
"5","22487","2"
"5","22439","2"
"5","22169","2"
"5","22099","4.5"
"5","22089","4.5"
"5","22068","4.5"
"5","22057","4.5"
"5","22008","5"
"5","21705","4"
"5","21443","4"
"5","21124","5"
"5","20995","2"
"5","20977","2"
"5","20919","4"
"6","22226","1"
"6","22223","5"
"6","22210","3"
"6","22189","3"
"6","22187","3"
"6","22186","4"
"6","22185","2"
"6","22183","3"
"6","22182","3"
"6","22164","3"
"6","22124","3"
"6","22117","4"
"6","22113","3"
"6","22106","3"
"6","22102","4"
"6","22101","4"
"6","22091","3"
"6","22088","4"
"6","22081","3"
"6","22048","5"
"6","22046","4"
"6","22036","4"
"6","22031","5"
"6","22029","5"
"6","22026","4"
"6","22014","5"
"6","22001","5"
"6","22000","3"
"6","21999","5"
"6","21953","5"
"6","21946","4"
"6","21938","3"
"6","21932","3"
"6","21914","3"
"6","21895","4"
"6","21894","4"
"6","21890","3"
"6","21855","3"
"6","20796","3"
"6","20805","3"
"6","20819","3"
"6","20832","3"
"6","20834","4"
"6","20840","4"
"6","20912","3"
"6","20918","5"
"6","20921","4"
"6","20957","4"
"6","20969","4"
"6","21020","2"
"6","21029","3"
"6","21089","5"
"6","21102","3"
"6","21147","2"
"6","21150","5"
"6","21161","3"
"6","21165","3"
"6","21177","3"
"6","21187","3"
"6","21188","3"
"6","21190","3"
"6","21196","3"
"6","21199","3"
"6","21212","3"
"6","21218","4"
"6","21316","4"
"6","21344","3"
"6","21382","4"
"6","21389","3"
"6","21392","4"
"6","21404","4"
"6","21434","4"
"6","21435","3"
"6","21436","4"
"6","21438","3"
"6","21440","4"
"6","21441","3"
"6","21455","3"
"6","21508","4"
"6","21536","3"
"6","21546","5"
"6","21549","2"
"6","21561","1"
"6","21562","1"
"6","21566","5"
"6","21595","3"
"6","21606","2"
"6","21735","4"
"7","28768","3"
"7","28733","3"
"7","28662","3.5"
"7","28157","2"
"7","27605","3.5"
"7","27488","3.5"
"7","22211","3.5"
"7","21845","4.5"
"7","21551","4.5"
"7","21236","4.5"
"7","29872","3.5"
"7","28001","3"
"7","27999","4"
"7","27937","4.5"
"7","27808","2.5"
"7","27331","4"
"7","27293","4"
"7","27162","4"
"7","27155","3.5"
"7","26943","3"
"7","26939","5"
"7","26935","4"
"7","26603","3"
"7","26602","4"
"7","26328","3.5"
"7","26294","4"
"7","26101","3"
"7","26092","4"
"7","26077","4"
"7","25950","4"
"7","25934","4.5"
"7","25889","3.5"
"7","25656","5"
"7","25594","3.5"
"7","25591","3.5"
"7","25571","4"
"7","25555","4.5"
"7","25500","3.5"
"7","25493","3.5"
"7","25127","2.5"
"7","24965","4"
"7","24943","5"
"7","24770","4.5"
"7","24756","3.5"
"7","24747","4.5"
"7","24732","4"
"7","24675","4"
"7","24643","3.5"
"7","24313","5"
"7","23908","4.5"
"7","23724","4"
"7","23685","5"
"7","23631","4.5"
"7","23614","3"
"7","23583","3.5"
"7","23575","3.5"
"7","23569","4.5"
"7","23541","2.5"
"7","23533","4.5"
"7","23486","3.5"
"7","23360","5"
"7","23294","5"
"7","23212","3.5"
"7","23135","3.5"
"7","23112","5"
"7","23108","4"
"7","20833","5"
"7","20846","2.5"
"7","20848","5"
"7","20852","5"
"7","20918","4"
"7","21089","3.5"
"7","21113","2"
"7","21127","4"
"7","21150","5"
"7","21188","4"
"7","21291","4.5"
"7","21364","3.5"
"7","21369","2"
"7","21372","5"
"7","21396","5"
"7","21435","4"
"7","21439","4.5"
"7","21471","4"
"7","21620","3.5"
"7","21669","5"
"7","21999","3.5"
"7","22000","4"
"7","22001","4"
"7","22014","4"
"7","22025","4"
"7","22031","4"
"7","22067","4"
"7","22068","4"
"7","22076","3"
"7","22081","4"
"7","22106","4"
"7","22117","3.5"
"7","22169","0.5"
"7","22202","4"
"7","22209","3"
"7","22316","4"
"7","22359","3"
"7","22423","3.5"
"7","22429","5"
"7","22477","4"
"7","22503","4"
"7","22544","3"
"7","22565","5"
"7","22636","3.5"
"7","22728","5"
"7","22805","4"
"7","22881","3"
"7","22927","3"
"7","22983","4.5"
"7","23087","4.5"
"8","23630","4"
"8","23533","4"
"8","23408","3"
"8","23360","5"
"8","23329","2"
"8","23293","4"
"8","23281","3"
"8","23216","2"
"8","23182","4"
"8","23176","4"
"8","23087","4"
"8","23079","2"
"8","23077","4"
"8","23064","4"
"8","23060","3"
"8","23056","3"
"8","23032","4"
"8","22928","4"
"8","22911","4"
"8","22805","4"
"8","22569","5"
"8","22515","3"
"8","22503","4"
"8","22482","5"
"8","22480","4"
"8","22385","4"
"8","22346","2"
"8","22230","3"
"8","22169","4"
"8","22168","4"
"8","21979","3"
"8","21875","5"
"8","21559","2"
"8","21452","5"
"8","21439","4"
"8","21382","5"
"8","21372","5"
"8","21359","4"
"8","21338","4"
"8","21150","4"
"8","20848","3"
"8","20836","5"
"8","20824","3"
"8","20813","4"
"8","20796","4"
"9","23778","4"
"9","23767","3"
"9","23757","2"
"9","23694","5"
"9","23677","2"
"9","23661","4"
"9","23652","3"
"9","23614","4"
"9","23612","3"
"9","23603","3"
"9","23602","5"
"9","23360","5"
"9","23329","4"
"9","23196","2"
"9","23192","4"
"9","23125","5"
"9","22890","3"
"9","22682","5"
"9","22647","2"
"9","22513","5"
"9","22503","4"
"9","22491","3"
"9","22416","5"
"9","22314","3"
"9","22280","3"
"9","22241","4"
"9","22169","5"
"9","22106","4"
"9","22046","4"
"9","22026","3"
"9","22014","4"
"9","22004","4"
"9","22001","4"
"9","22000","4"
"9","21999","4"
"9","21934","4"
"9","21917","2"
"9","21905","3"
"9","21855","3"
"9","21560","4"
"9","21438","3"
"9","21177","4"
"9","21176","3"
"9","21150","4"
"9","20970","4"
"9","20852","5"
"10","27654","5"
"10","26706","5"
"10","29836","4"
"10","29547","4"
"10","29356","4"
"10","28279","4"
"10","28265","4.5"
"10","28259","4.5"
"10","26474","4"
"10","29838","3.5"
"10","29719","4"
"10","29659","3"
"10","29551","4.5"
"10","29246","4"
"10","28940","4.5"
"10","26105","3.5"
"10","28123","4.5"
"10","22694","4"
"10","29739","5"
"10","28498","5"
"10","26745","5"
"10","26101","3"
"10","24152","3"
"10","23533","3"
"10","23379","4.5"
"10","22818","3.5"
"10","22677","3"
"10","22226","5"
"10","22005","5"
"10","21846","4.5"
"10","21734","5"
"10","21605","3.5"
"10","21593","4.5"
"10","21127","5"
"10","20990","3"
"10","20941","4"
"10","20873","1"
"10","20852","5"
"11","26457","4"
"11","24617","2"
"11","24616","3"
"11","24612","5"
"11","24608","3"
"11","24604","2"
"11","24601","2"
"11","24599","5"
"11","24598","3"
"11","24597","5"
"11","24595","3"
"11","21081","3"
"11","21375","1"
"11","21387","3"
"11","21452","2"
"11","21510","1"
"11","21561","4"
"11","21562","3"
"11","21847","1"
"11","21851","2"
"11","21892","3"
"11","22000","1"
"11","22020","5"
"11","22026","5"
"11","22035","2"
"11","22041","5"
"11","22110","1"
"11","22186","1"
"11","22202","4"
"11","22439","2"
"11","22530","3"
"11","23043","2"
"11","23137","2"
"11","23251","4"
"11","23318","1"
"11","23441","2"
"11","23724","4"
"11","23907","2"
"11","23909","1"
"11","23933","3"
"11","23937","2"
"11","24038","4"
"11","24066","1"
"11","24135","4"
"11","24204","4"
"11","24505","3"
"11","24508","2"
"11","24512","2"
"11","24525","1"
"11","24527","5"
"11","24528","3"
"11","24530","4"
"11","24532","1"
"11","24535","3"
"11","24541","3"
"11","24561","5"
"11","24563","2"
"11","24564","2"
"11","24565","4"
"11","24575","2"
"11","24577","1"
"12","28844","3"
"12","26471","4.5"
"12","29900","4.5"
"12","20796","5"
"12","20848","2.5"
"12","20918","4"
"12","21107","4"
"12","21127","3.5"
"12","21150","4.5"
"12","21188","5"
"12","21194","4.5"
"12","21316","3"
"12","21369","3.5"
"12","21372","4"
"12","21377","4"
"12","21433","3"
"12","21436","4"
"12","21720","4"
"12","21729","3.5"
"12","21846","3"
"12","22068","4"
"12","22076","2.5"
"12","22677","3"
"12","22728","4"
"12","23137","4"
"12","23360","3"
"12","23361","3.5"
"12","23532","4"
"12","23533","3"
"12","23583","3"
"12","23678","3"
"12","23685","3"
"12","23879","3"
"12","23908","4"
"12","24001","3.5"
"12","24122","3.5"
"12","24356","3"
"12","25004","4"
"12","25009","4.5"
"12","25019","2.5"
"12","25356","3.5"
"12","25488","4.5"
"12","25493","3.5"
"12","25591","4.5"
"12","26328","4"
"12","26602","4.5"
"12","27293","4"
"12","27365","4.5"
"12","25715","3.5"
"12","28199","4.5"
"12","29678","4.5"
"12","24935","4"
"12","29131","4"
"13","24722","4"
"13","24719","3"
"13","24482","4"
"13","24355","3"
"13","24089","3"
"13","23932","5"
"13","23915","2"
"13","23879","4"
"13","23634","2"
"13","23496","3"
"13","23491","2"
"13","23486","3"
"13","23456","2"
"13","23408","3"
"13","23180","3"
"13","23137","2"
"13","22814","3"
"13","22515","3"
"13","21999","4"
"13","21440","1"
"14","29268","0.5"
"14","29158","4"
"14","29159","2"
"14","29157","1"
"14","29106","2.5"
"14","29083","1"
"14","29060","0.5"
"14","29024","4"
"14","29009","1"
"14","28997","2"
"14","28895","1"
"14","28729","3.5"
"14","28660","3.5"
"14","28492","1.5"
"14","28360","2"
"14","28328","1.5"
"14","28133","3.5"
"14","28129","0.5"
"14","27735","1"
"14","25281","3"
"14","25272","1.5"
"14","25276","2"
"14","25255","0.5"
"14","22715","4"
"14","22658","3.5"
"14","22660","3"
"14","21971","3.5"
"14","29710","3.5"
"14","29526","3"
"14","29506","1"
"14","29016","2.5"
"14","28837","3"
"14","28825","3.5"
"14","28368","0.5"
"14","28280","2.5"
"14","28142","4"
"14","28115","4"
"14","28106","2.5"
"14","27935","2"
"14","27890","3.5"
"14","27826","3"
"14","27712","2.5"
"14","27001","1"
"14","26875","3"
"14","26523","3.5"
"14","26180","3"
"14","25963","1.5"
"14","25541","3"
"14","25175","3"
"14","25169","3"
"14","25051","1"
"14","24795","0.5"
"14","24515","1"
"14","24065","4"
"14","24040","4.5"
"14","23815","3.5"
"14","22651","3"
"14","22519","3"
"14","22229","3"
"14","21787","0.5"
"14","29907","3"
"14","29803","2"
"14","29780","2"
"14","29757","0.5"
"14","29749","2"
"14","29622","1.5"
"14","29265","2.5"
"14","29042","1"
"14","27689","2.5"
"14","27685","3"
"14","27681","1"
"14","27679","0.5"
"14","27678","3"
"14","27675","3"
"14","27673","3"
"14","27670","3.5"
"14","27666","1"
"14","26712","4.5"
"14","26675","3"
"14","26409","3"
"14","26170","1.5"
"14","25136","1.5"
"14","25132","2"
"14","24745","1.5"
"14","23617","3.5"
"14","23613","4"
"14","23280","1"
"14","23000","4.5"
"14","22922","0.5"
"14","22894","0.5"
"14","22891","0.5"
"14","22290","1"
"14","21841","3.5"
"14","21739","1.5"
"14","21685","5"
"14","21631","3.5"
"14","21297","4"
"14","29908","4"
"14","29777","1"
"14","29677","1"
"14","29590","0.5"
"14","29578","2"
"14","29574","0.5"
"14","29468","1.5"
"14","29452","4.5"
"14","29432","1"
"14","29383","4"
"14","29376","4.5"
"14","29375","1.5"
"14","29335","3.5"
"14","29303","2"
"14","29301","2.5"
"14","29296","3.5"
"14","29223","4.5"
"14","29219","4.5"
"14","29204","4.5"
"14","29163","4"
"14","29151","4"
"14","29150","3.5"
"14","29149","1"
"14","29117","2.5"
"14","29046","2"
"14","29035","1"
"14","28999","0.5"
"14","28920","0.5"
"14","28915","4"
"14","28880","3"
"14","28807","2.5"
"14","28805","1.5"
"14","28757","3.5"
"14","28728","1"
"14","28684","0.5"
"14","28631","1"
"14","28625","1.5"
"14","28564","1"
"14","28550","0.5"
"14","28381","0.5"
"14","28379","2"
"14","28264","4.5"
"14","28116","4"
"14","28109","0.5"
"14","27856","4.5"
"14","27850","1.5"
"14","27777","3.5"
"14","27656","2"
"14","27595","3.5"
"14","27480","1"
"14","27460","2"
"14","27209","3.5"
"14","26729","4"
"14","26706","3.5"
"14","26629","3"
"14","26316","3"
"14","26277","1"
"14","26253","3.5"
"14","25978","1.5"
"14","25661","1"
"14","25539","1"
"14","25532","0.5"
"14","25520","5"
"14","25378","2.5"
"14","25250","1"
"14","25237","0.5"
"14","25172","2.5"
"14","24858","3"
"14","24554","2"
"14","24551","1.5"
"14","24325","1"
"14","24294","3.5"
"14","23818","3"
"14","23589","0.5"
"14","23545","3"
"14","23232","1"
"14","23198","3"
"14","23063","1.5"
"14","23038","4"
"14","23004","3"
"14","22857","1"
"14","22839","2.5"
"14","22566","0.5"
"14","22523","2"
"14","22324","4"
"14","21966","2.5"
"14","21656","1"
"14","21628","1.5"
"14","21626","3.5"
"14","21531","1"
"14","21491","3"
"14","21348","0.5"
"14","29882","0.5"
"14","29873","0.5"
"14","29836","2.5"
"14","29829","3"
"14","29823","2.5"
"14","29802","3.5"
"14","29682","3.5"
"14","29663","2.5"
"14","29517","2.5"
"14","29503","2.5"
"14","29485","1.5"
"14","29455","3.5"
"14","29371","2"
"14","29356","3"
"14","29318","1.5"
"14","29257","1"
"14","29245","3.5"
"14","29230","0.5"
"14","29214","1.5"
"14","29195","0.5"
"14","29192","1"
"14","29173","1"
"14","29144","1"
"14","29123","1.5"
"14","29116","1.5"
"14","29108","1.5"
"14","29107","2.5"
"14","29100","4"
"14","29068","1"
"14","28977","1"
"14","28973","1"
"14","28943","3.5"
"14","28939","2.5"
"14","28916","2"
"14","28887","3"
"14","28844","1"
"14","28818","1"
"14","28612","2.5"
"14","28587","1.5"
"14","28399","3"
"14","28389","3"
"14","28324","4"
"14","28320","4.5"
"14","28316","2.5"
"14","28274","1"
"14","28269","2"
"14","28265","3"
"14","28261","1"
"14","28259","0.5"
"14","28053","0.5"
"14","28045","1"
"14","27969","1.5"
"14","27907","3"
"14","27888","2.5"
"14","27887","3.5"
"14","27847","4"
"14","27798","0.5"
"14","27793","4.5"
"14","27727","2.5"
"14","27716","3.5"
"14","27541","1"
"14","27493","3"
"14","27386","5"
"14","27373","1.5"
"14","27324","3"
"14","27181","1.5"
"14","27059","0.5"
"14","26902","4.5"
"14","26643","1.5"
"14","26504","3.5"
"14","26485","1"
"14","26474","2.5"
"14","26471","3"
"14","26346","2"
"14","26291","2.5"
"14","26048","4.5"
"14","26019","1"
"14","25981","0.5"
"14","25901","1"
"14","25898","0.5"
"14","25841","1.5"
"14","25832","4"
"14","25589","0.5"
"14","25581","3.5"
"14","25557","2.5"
"14","25511","4"
"14","25477","5"
"14","25365","1.5"
"14","25096","1"
"14","24974","1.5"
"14","24589","4"
"14","24227","4"
"14","23796","1"
"14","23265","2.5"
"14","23246","2.5"
"14","23016","3"
"14","22666","4"
"14","22494","0.5"
"14","22248","1"
"14","22184","3.5"
"14","22162","1"
"14","21748","0.5"
"14","21391","3"
"14","20809","3"
"14","29903","1"
"14","29902","3"
"14","29900","2"
"14","29885","3"
"14","29845","1"
"14","29733","3.5"
"14","29729","3"
"14","29719","3"
"14","29659","4"
"14","29647","2.5"
"14","29551","4"
"14","29545","2"
"14","29472","3"
"14","29457","1"
"14","29358","1.5"
"14","29355","0.5"
"14","29305","1"
"14","29275","1.5"
"14","29270","2.5"
"14","29261","2.5"
"14","29246","5"
"14","29228","2.5"
"14","29145","4.5"
"14","29131","2"
"14","29121","3"
"14","29088","3"
"14","28960","1"
"14","28940","4"
"14","28922","2.5"
"14","28760","2.5"
"14","28654","3"
"14","28648","3"
"14","28599","4"
"14","28597","2"
"14","28172","0.5"
"14","28166","1.5"
"14","28118","4"
"14","28029","0.5"
"14","27482","3.5"
"14","27355","1"
"14","27349","4"
"14","26913","1"
"14","26815","1.5"
"14","26670","2.5"
"14","26557","2"
"14","26336","1"
"14","26271","2"
"14","26270","3"
"14","26154","2.5"
"14","26140","1.5"
"14","26105","3.5"
"14","25850","2.5"
"14","25731","2.5"
"14","25428","4.5"
"14","25397","3.5"
"14","25391","5"
"14","24727","3"
"14","24724","4"
"14","24671","4.5"
"14","24630","0.5"
"14","24605","1"
"14","24507","2"
"14","24322","1"
"14","24145","2"
"14","24003","3"
"14","24000","4"
"14","23600","4.5"
"14","23567","1"
"14","23556","2"
"14","23472","3.5"
"14","23403","4"
"14","23399","3"
"14","23252","4"
"14","22989","1.5"
"14","22915","3.5"
"14","22460","1.5"
"14","22356","1.5"
"14","22218","0.5"
"14","21937","3"
"14","21878","1.5"
"14","21502","1"
"14","21442","1.5"
"14","21413","3"
"14","21097","0.5"
"14","20916","4.5"
"14","29758","1.5"
"14","29732","1"
"14","29680","2"
"14","29491","3"
"14","29322","2"
"14","29320","3.5"
"14","29313","0.5"
"14","29209","4.5"
"14","29197","3.5"
"14","29183","3.5"
"14","28998","2"
"14","28985","1"
"14","28952","2"
"14","28929","1"
"14","28893","3.5"
"14","28876","4"
"14","28744","3.5"
"14","28703","1"
"14","28693","1"
"14","28692","1"
"14","28691","4.5"
"14","28688","3"
"14","28685","0.5"
"14","28653","1.5"
"14","28626","3.5"
"14","28579","1"
"14","28549","3.5"
"14","28495","2.5"
"14","28475","4.5"
"14","28421","4"
"14","28363","1.5"
"14","28199","4.5"
"14","28123","1.5"
"14","28000","1"
"14","27797","1.5"
"14","27784","4"
"14","27680","1.5"
"14","27409","1"
"14","27403","3"
"14","27322","4"
"14","27220","2"
"14","27050","1"
"14","26808","2.5"
"14","26800","2"
"14","26758","2"
"14","26541","2.5"
"14","26425","3.5"
"14","26417","1"
"14","26394","1"
"14","26139","4.5"
"14","25865","3.5"
"14","25764","4.5"
"14","25715","2.5"
"14","25705","1"
"14","25470","2"
"14","25465","4"
"14","25445","3"
"14","25381","2.5"
"14","25011","1.5"
"14","24882","3.5"
"14","24556","3.5"
"14","24304","1.5"
"14","24184","2"
"14","23934","1.5"
"14","23851","1.5"
"14","23300","2"
"14","23173","5"
"14","22885","1.5"
"14","22690","4.5"
"14","22514","3.5"
"14","22499","3.5"
"14","20952","2.5"
"14","20942","2.5"
"14","20932","4"
"14","29833","4"
"14","29831","4"
"14","29739","3"
"14","29720","1.5"
"14","29716","4"
"14","29643","1"
"14","29629","0.5"
"14","29620","2.5"
"14","29524","1.5"
"14","29369","3.5"
"14","29367","3.5"
"14","29366","2"
"14","29319","2"
"14","29289","1"
"14","29278","0.5"
"14","29170","3"
"14","29128","0.5"
"14","29126","2"
"14","29125","1.5"
"14","29114","1.5"
"14","29112","4"
"14","29097","0.5"
"14","29093","2.5"
"14","29090","1"
"14","29033","2.5"
"14","28959","4"
"14","28955","1.5"
"14","28936","1"
"14","28921","2.5"
"14","28912","1"
"14","28835","4"
"14","28831","2"
"14","28828","2.5"
"14","28768","1"
"14","28401","4.5"
"14","28154","2.5"
"14","27602","1.5"
"14","27488","2"
"14","26694","4.5"
"14","26418","1.5"
"14","25820","4.5"
"14","25572","2.5"
"14","25553","2"
"14","25269","2"
"14","24495","1"
"14","24481","1.5"
