"director_id","movie_id"
"799","21435"
"799","21218"
"800","21805"
"801","25993"
"802","28487"
"802","28334"
"802","27451"
"802","24236"
"802","24140"
"802","22037"
"802","20939"
"803","29701"
"804","29433"
"805","21414"
"806","22948"
"807","24815"
"808","26014"
"809","29211"
"810","29313"
"811","27765"
"812","28279"
"813","27941"
"814","29713"
"814","28658"
"814","27820"
"814","25596"
"814","24136"
"814","23054"
"815","29240"
"815","27053"
"815","25447"
"815","24855"
"815","23480"
"816","29910"
"816","27052"
"816","26953"
"816","26753"
"816","26746"
"816","23013"
"816","21572"
"817","29447"
"817","29388"
"817","28006"
"817","25770"
"817","25749"
"817","25633"
"817","24655"
"817","23824"
"817","23155"
"817","22923"
"817","22784"
"817","22133"
"817","21835"
"818","29901"
"818","23071"
"819","21307"
"820","29430"
"820","27434"
"820","25347"
"820","23795"
"820","23707"
"820","21794"
"821","28246"
"822","29135"
"823","27872"
"824","23101"
"825","28279"
"826","21589"
"827","24437"
"827","22617"
"827","21644"
"828","28626"
"829","28134"
"829","28048"
"829","26956"
"829","26287"
"829","23383"
"829","22553"
"829","22208"
"830","28596"
"830","23112"
"831","25200"
"831","23802"
"832","28866"
"832","23611"
"833","29098"
"833","28354"
"833","27571"
"833","25129"
"833","23231"
"833","20998"
"834","25502"
"835","29049"
"835","26971"
"836","22809"
"836","21852"
"837","25573"
"838","21841"
"839","23284"
"839","21581"
"840","21610"
"841","29739"
"841","29413"
"841","28897"
"841","28428"
"841","28318"
"841","28045"
"841","28040"
"841","28029"
"841","27982"
"841","27980"
"841","27777"
"841","27599"
"841","27325"
"841","26855"
"841","26339"
"841","26298"
"841","26003"
"841","25897"
"841","25806"
"841","25282"
"841","23738"
"841","23266"
"841","22797"
"841","22524"
"841","22153"
"841","22034"
"841","22017"
"841","21244"
"841","20919"
"841","20812"
"842","29595"
"843","24884"
"844","26232"
"844","20946"
"845","28619"
"846","25077"
"846","21663"
"847","26900"
"847","25536"
"848","28932"
"848","28888"
"849","22018"
"850","28262"
"850","28226"
"850","28224"
"850","27768"
"850","27596"
"850","27098"
"850","26841"
"850","26308"
"850","25598"
"850","25510"
"850","25426"
"850","24781"
"850","24101"
"850","22703"
"850","22699"
"850","22101"
"850","21723"
"851","22184"
"852","25564"
"853","27122"
"853","25855"
"854","29333"
"854","24352"
"855","28639"
"856","27041"
"857","25400"
"858","29075"
"859","29411"
"859","27590"
"859","27533"
"859","21637"
"860","28555"
"860","21086"
"861","27562"
"861","27561"
"861","27560"
"861","27558"
"861","27390"
"861","26658"
"861","26651"
"861","26326"
"861","26259"
"861","26182"
"861","25110"
"861","24823"
"861","24775"
"861","24410"
"861","24098"
"861","24074"
"861","22118"
"861","22062"
"861","21783"
"861","21782"
"861","21718"
"862","22662"
"863","23830"
"864","22145"
"865","29300"
"865","29241"
"865","28345"
"865","24672"
"866","28409"
"866","25656"
"866","25153"
"866","22851"
"866","22413"
"866","21846"
"866","21030"
"867","28268"
"867","28221"
"867","28202"
"867","27429"
"867","27135"
"867","26749"
"867","26589"
"867","25517"
"867","24496"
"867","24080"
"867","21737"
"867","21730"
"867","21729"
"867","21720"
"867","21709"
"867","21699"
"868","29666"
"869","24576"
"870","26593"
"871","29720"
"871","27784"
"871","27300"
"871","25792"
"871","25520"
"871","25506"
"871","22408"
"871","21418"
"872","24886"
"873","23292"
"874","21519"
"875","28150"
"875","23379"
"876","26351"
"877","25452"
"878","27763"
"878","27608"
"878","27115"
"878","26920"
"878","25829"
"878","24904"
"878","21785"
"878","21784"
"879","27764"
"880","27707"
"881","29730"
"882","23468"
"883","27627"
"884","23058"
"885","24419"
"886","21226"
"887","28395"
"887","26160"
"888","28523"
"888","27998"
"888","27539"
"888","26171"
"888","25480"
"888","24591"
"888","23694"
"888","23142"
"888","23067"
"888","21379"
"889","28539"
"889","22798"
"889","21512"
"890","29646"
"890","24641"
"891","28492"
"891","28314"
"891","28021"
"891","27956"
"891","27851"
"891","27731"
"891","25339"
"891","25152"
"891","24052"
"891","23496"
"891","23298"
"891","23205"
"891","23040"
"891","21967"
"891","21444"
"891","21054"
"892","28417"
"892","23256"
"892","22396"
"892","21609"
"893","25379"
"894","29173"
"894","27729"
"894","22633"
"895","27427"
"896","29271"
"897","21814"
"898","26886"
"899","26915"
"900","25551"
"900","22342"
"900","22282"
"901","26401"
"901","23565"
"902","23163"
"903","28919"
"903","27465"
"903","26784"
"903","23234"
"904","28835"
"904","28102"
"904","26295"
"904","24931"
"904","24670"
"904","24599"
"904","24154"
"904","24153"
"904","24152"
"904","24150"
"904","24148"
"904","23991"
"904","23474"
"904","22609"
"904","21870"
"904","21587"
"904","21481"
"904","21184"
"904","20978"
"905","23172"
"906","25586"
"907","22326"
"908","23641"
"909","26705"
"910","28569"
"911","29471"
"912","29893"
"913","29841"
"914","21878"
"915","28695"
"916","28441"
"916","26214"
"916","26090"
"916","25722"
"916","23931"
"916","22031"
"916","21997"
"916","21928"
"917","29752"
"917","29500"
"917","28227"
"917","28197"
"917","27219"
"917","27218"
"917","27090"
"917","26693"
"917","25342"
"917","25044"
"917","25024"
"917","24218"
"917","23620"
"917","23437"
"917","22098"
"917","21769"
"917","21765"
"918","28512"
"918","26114"
"918","25384"
"919","25385"
"920","28054"
"920","27339"
"920","26741"
"920","26017"
"920","24859"
"920","24802"
"920","24489"
"920","22451"
"921","29064"
"922","27136"
"923","22839"
"924","25918"
"925","25990"
"925","21175"
"926","27971"
"927","29736"
"928","28969"
"929","26733"
"929","26384"
"929","25525"
"929","24889"
"929","24717"
"929","24369"
"929","24253"
"929","23754"
"929","23713"
"930","25132"
"930","24551"
"931","27844"
"931","26825"
"931","24462"
"931","23590"
"932","23842"
"933","23342"
"934","25602"
"935","24186"
"936","23651"
"937","22762"
"938","26433"
"939","22566"
"939","22340"
"939","21282"
"939","21162"
"940","29462"
"940","26150"
"940","26034"
"941","28931"
"941","28540"
"942","22330"
"943","29027"
"944","28605"
"944","28163"
"944","27504"
"944","25128"
"945","24789"
"945","22486"
"945","22082"
"945","21172"
"945","20956"
"946","22309"
"947","26490"
"948","28736"
"949","25322"
"949","24739"
"949","24738"
"949","23685"
"949","22932"
"949","22921"
"949","22735"
"950","24346"
"950","24128"
"951","28414"
"951","28315"
"951","27665"
"951","24522"
"952","26566"
"952","26526"
"952","24779"
"952","24115"
"952","24048"
"952","23330"
"952","21912"
"952","21816"
"952","21495"
"953","27254"
"954","29438"
"954","25826"
"955","24841"
"956","28567"
"956","23183"
"957","29152"
"957","20948"
"958","23352"
"959","29768"
"959","29278"
"959","29150"
"959","27689"
"959","26573"
"959","24527"
"959","23623"
"959","23492"
"959","23104"
"959","20852"
"960","28420"
"960","24978"
"960","24911"
"960","24092"
"960","23605"
"960","22233"
"961","27896"
"961","26375"
"962","26586"
"963","28707"
"964","24584"
"965","29786"
"965","29648"
"965","29543"
"965","29365"
"965","29196"
"965","28914"
"965","27796"
"965","27725"
"965","27576"
"965","27549"
"965","27019"
"965","26734"
"965","26397"
"965","26108"
"965","25862"
"965","25856"
"965","25557"
"965","25371"
"965","25282"
"965","25093"
"965","25078"
"965","24801"
"965","24547"
"965","24546"
"965","24545"
"965","24350"
"965","23891"
"965","23735"
"965","23521"
"965","23138"
"965","23076"
"965","22843"
"965","22730"
"965","22500"
"965","22050"
"965","22035"
"965","21893"
"965","21892"
"965","21873"
"965","21332"
"965","21180"
"965","20853"
"966","26012"
"967","27404"
"967","24497"
"967","21523"
"968","29432"
"968","27419"
"968","26019"
"968","25619"
"968","22613"
"969","26321"
"970","25243"
"971","24552"
"972","26980"
"973","28453"
"974","28451"
"974","26008"
"974","24110"
"974","22186"
"974","22183"
"975","29118"
"975","27294"
"975","26487"
"975","25851"
"975","24050"
"975","23899"
"976","28093"
"977","28570"
"978","29074"
"978","28085"
"978","23905"
"979","24269"
"980","29698"
"981","27657"
"982","28313"
"982","27362"
"982","27213"
"982","26501"
"983","28436"
"984","25676"
"985","25326"
"986","28326"
"987","27595"
"988","27911"
"989","26646"
"990","27074"
"990","26182"
"991","21173"
"992","28834"
"993","29496"
"993","28182"
"993","26952"
"993","26448"
"993","25904"
"993","24994"
"993","24756"
"993","23778"
"993","23174"
"993","22553"
"993","22503"
"993","22416"
"993","22365"
"993","22083"
"993","21276"
"993","20846"
"994","24526"
"995","21969"
"996","29069"
"996","28719"
"996","27022"
"996","26386"
"996","22088"
"996","21380"
"997","27081"
"997","25651"
"997","24365"
"997","24061"
"997","23268"
"997","23064"
"997","22136"
"997","22078"
"997","21684"
"998","29494"
"998","26751"
"998","25273"
"998","25170"
"999","20860"
"1000","29849"
"1000","26356"
"1000","23277"
"1001","28535"
"1002","29285"
"1002","29009"
"1002","25691"
"1003","26128"
"1004","23726"
"1005","28329"
"1006","23407"
"1007","28782"
"1007","27566"
"1008","27195"
"1009","27258"
"1010","28493"
"1011","27241"
"1011","26314"
"1011","22316"
"1012","29826"
"1012","26740"
"1013","29535"
"1014","23978"
"1015","28220"
"1016","25255"
"1017","22760"
"1018","27470"
"1018","25563"
"1019","22852"
"1020","26173"
"1021","27029"
"1022","25388"
"1023","25971"
"1024","28797"
"1024","28742"
"1024","27559"
"1024","21531"
"1025","23366"
"1026","26737"
"1026","24813"
"1026","23997"
"1026","23867"
"1026","23123"
"1027","27452"
"1028","27488"
"1028","26107"
"1029","24640"
"1030","28498"
"1031","27933"
"1031","22090"
"1031","21543"
"1032","25793"
"1033","21830"
"1034","21063"
"1035","24114"
"1036","28918"
"1037","21930"
"1038","29450"
"1039","29827"
"1039","29481"
"1039","27275"
"1039","26462"
"1039","25589"
"1039","25070"
"1039","24349"
"1039","24322"
"1040","29464"
"1041","29871"
"1042","29448"
"1043","26364"
"1043","25034"
"1043","24445"
"1043","22366"
"1043","21317"
"1044","28792"
"1044","26237"
"1044","24612"
"1044","22433"
"1044","20881"
"1045","29028"
"1045","25708"
"1045","25442"
"1045","23943"
"1045","22168"
"1046","28174"
"1047","21965"
"1048","22820"
"1049","26904"
"1050","24220"
"1051","20929"
"1052","26263"
"1052","24311"
"1052","22736"
"1053","29642"
"1053","27654"
"1053","27050"
"1053","25284"
"1053","24795"
"1053","22922"
"1054","27330"
"1055","28092"
"1056","27653"
"1056","21068"
"1057","22793"
"1058","22277"
"1059","22223"
"1060","29903"
"1060","29269"
"1061","28870"
"1062","22683"
"1063","28177"
"1064","29352"
"1064","28039"
"1065","27643"
"1065","24820"
"1065","21866"
"1066","28819"
"1066","26256"
"1067","29040"
"1068","24235"
"1069","21532"
"1070","28188"
"1070","20925"
"1071","28606"
"1072","23414"
"1073","25397"
"1073","24705"
"1073","23214"
"1073","22401"
"1073","22227"
"1073","21886"
"1073","21389"
"1073","21105"
"1074","27592"
"1074","27531"
"1074","27530"
"1074","27527"
"1074","26834"
"1074","26554"
"1074","24077"
"1074","21445"
"1075","29599"
"1075","25802"
"1075","24482"
"1075","24159"
"1075","22029"
"1075","21953"
"1075","21566"
"1075","21546"
"1076","28759"
"1076","28241"
"1076","27880"
"1076","27492"
"1076","27216"
"1076","27092"
"1076","26198"
"1076","25931"
"1076","25090"
"1076","25084"
"1076","24100"
"1076","23854"
"1076","23795"
"1076","22698"
"1076","22032"
"1077","28638"
"1078","23145"
"1079","25291"
"1079","24929"
"1080","23681"
"1081","27032"
"1081","21592"
"1082","26020"
"1083","27591"
"1083","26621"
"1084","26565"
"1084","24817"
"1085","28783"
"1086","28893"
"1086","27281"
"1086","27280"
"1086","23280"
"1086","22490"
"1087","22646"
"1088","26604"
"1088","24628"
"1089","26537"
"1090","26174"
"1090","25487"
"1091","22239"
"1092","22778"
"1093","24684"
"1094","27968"
"1095","29092"
"1096","22109"
"1097","26930"
"1097","26445"
"1097","23066"
"1097","22211"
"1097","21321"
"1098","25434"
"1099","23898"
"1100","26093"
"1100","24662"
"1101","27563"
"1101","24644"
"1101","21001"
"1102","26300"
"1103","23968"
"1104","23004"
"1105","24306"
"1106","22824"
"1107","21807"
"1108","29852"
"1108","25936"
"1108","25782"
"1108","25020"
"1108","24426"
"1108","23848"
"1108","23454"
"1108","21989"
"1108","21614"
"1108","21145"
"1109","21455"
"1110","24260"
"1111","28963"
"1112","28702"
"1113","26862"
"1114","28560"
"1114","25257"
"1114","25142"
"1114","25042"
"1114","24791"
"1114","23542"
"1114","21248"
"1115","25756"
"1116","29012"
"1117","25419"
"1117","23629"
"1117","23554"
"1117","23308"
"1118","27864"
"1118","24896"
"1118","22665"
"1118","22042"
"1118","21658"
"1118","20967"
"1119","28392"
"1119","28191"
"1119","28189"
"1119","27859"
"1119","27819"
"1119","27690"
"1119","26798"
"1119","25522"
"1119","25083"
"1119","24104"
"1119","21635"
"1119","21065"
"1119","20972"
"1120","28438"
"1120","27880"
"1120","27498"
"1120","21284"
"1121","29480"
"1121","26434"
"1121","26353"
"1121","25904"
"1121","24863"
"1121","24647"
"1121","24252"
"1121","23450"
"1121","22123"
"1121","22122"
"1121","22015"
"1121","21910"
"1122","27920"
"1123","27423"
"1123","26123"
"1123","25954"
"1123","25158"
"1123","24461"
"1123","23711"
"1124","22407"
"1125","25552"
"1126","28622"
"1127","26964"
"1128","23389"
"1129","27669"
"1129","27659"
"1130","25992"
"1130","25674"
"1130","25059"
"1130","24318"
"1130","21211"
"1131","29714"
"1132","28124"
"1133","25800"
"1134","29428"
"1135","27607"
"1135","21612"
"1136","27760"
"1137","23335"
"1138","28970"
"1138","27350"
"1139","29441"
"1139","29251"
"1139","27789"
"1139","27660"
"1139","27626"
"1139","26997"
"1139","26163"
"1139","22916"
"1139","21591"
"1139","21166"
"1140","24807"
"1140","21039"
"1141","25860"
"1142","28459"
"1143","23412"
"1144","25318"
"1144","25066"
"1144","23467"
"1145","26548"
"1145","25231"
"1145","24638"
"1145","22647"
"1145","22269"
"1145","20871"
"1146","25503"
"1147","25796"
"1147","24971"
"1147","24720"
"1147","23178"
"1147","22167"
"1148","28801"
"1148","22065"
"1149","29452"
"1149","28965"
"1149","24214"
"1149","22566"
"1150","27612"
"1151","23063"
"1152","28829"
"1152","23025"
"1152","22725"
"1152","22569"
"1152","21427"
"1152","21309"
"1153","28810"
"1153","28787"
"1153","28761"
"1153","28715"
"1153","28370"
"1153","26161"
"1153","23561"
"1153","21936"
"1154","24128"
"1154","22930"
"1155","29254"
"1156","28863"
"1157","26537"
"1158","29909"
"1159","23984"
"1159","21177"
"1160","27541"
"1161","27729"
"1161","25903"
"1161","23487"
"1162","28608"
"1162","28607"
"1163","27181"
"1164","26362"
"1165","20879"
"1166","27014"
"1167","21421"
"1168","28785"
"1168","26073"
"1168","24475"
"1168","22605"
"1168","20977"
"1168","20951"
"1169","26571"
"1169","26041"
"1170","23357"
"1170","21880"
"1171","25815"
"1172","27588"
"1173","28300"
"1174","24806"
"1175","24692"
"1175","23917"
"1175","22793"
"1175","22096"
"1176","25730"
"1177","21678"
"1178","24039"
"1179","25815"
"1180","28380"
"1180","23746"
"1180","23594"
"1180","23593"
"1180","23422"
"1181","23968"
"1181","22045"
"1182","25289"
"1183","29511"
"1184","22984"
"1185","25599"
"1186","28118"
"1187","20883"
"1188","22547"
"1188","21920"
"1189","28386"
"1189","27721"
"1189","26197"
"1189","24908"
"1189","23279"
"1190","26117"
"1191","26316"
"1192","26302"
"1193","24058"
"1194","29509"
"1194","25403"
"1195","28832"
"1196","27141"
"1197","29267"
"1197","28274"
"1197","27355"
"1197","27306"
"1197","27001"
"1197","26106"
"1197","24747"
"1197","23332"
"1198","28129"
"1199","28279"
"1200","25321"
"1201","29059"
"1201","25998"
"1202","27083"
"1202","27010"
"1202","21493"
"1203","28510"
"1203","27983"
"1204","27733"
"1204","27006"
"1205","28651"
"1205","27192"
"1206","22793"
"1206","22096"
"1207","27620"
"1208","28229"
"1208","22667"
"1209","29530"
"1209","27191"
"1209","26291"
"1209","26139"
"1209","22868"
"1210","29734"
"1210","24598"
"1211","26094"
"1212","25878"
"1212","24434"
"1212","24207"
"1212","23862"
"1212","23708"
"1212","23057"
"1212","22802"
"1213","23241"
"1214","26071"
"1215","28427"
"1215","26469"
"1215","24395"
"1215","24354"
"1215","23792"
"1215","23086"
"1215","23085"
"1215","22091"
"1215","21364"
"1215","20807"
"1216","29815"
"1216","25294"
"1217","28279"
"1218","28472"
"1218","27914"
"1219","29830"
"1220","23084"
"1220","22964"
"1221","20886"
"1222","24038"
"1223","22553"
"1224","26542"
"1225","26195"
"1226","28905"
"1226","27365"
"1227","27909"
"1227","26406"
"1228","25928"
"1229","28445"
"1230","26116"
"1231","28842"
"1232","25827"
"1233","27644"
"1234","22517"
"1235","22283"
"1235","22246"
"1236","22744"
"1237","26070"
"1238","29339"
"1239","28304"
"1240","20955"
"1241","24377"
"1241","23747"
"1241","21275"
"1242","27706"
"1243","28601"
"1243","26810"
"1244","29297"
"1244","29013"
"1244","28429"
"1244","27064"
"1244","26484"
"1244","25460"
"1244","24247"
"1244","23745"
"1244","22770"
"1244","22720"
"1244","21256"
"1244","20950"
"1245","24412"
"1245","23286"
"1246","29550"
"1247","26091"
"1247","25895"
"1247","24609"
"1247","23429"
"1247","23413"
"1248","26918"
"1248","26914"
"1248","25488"
"1249","29673"
"1249","25831"
"1250","22566"
"1251","24131"
"1252","28311"
"1253","23082"
"1253","20996"
"1254","29911"
"1254","29797"
"1255","25409"
"1255","24838"
"1256","29796"
"1256","29721"
"1256","29212"
"1256","28158"
"1256","26477"
"1256","25658"
"1256","24800"
"1256","24559"
"1257","24328"
"1257","22250"
"1258","28711"
"1259","29344"
"1260","27025"
"1260","25727"
"1260","22608"
"1260","22453"
"1260","22099"
"1260","21536"
"1260","21245"
"1261","28822"
"1262","28433"
"1262","27166"
"1262","26869"
"1262","26258"
"1262","23940"
"1262","22452"
"1262","21992"
"1263","28671"
"1263","24254"
"1263","23591"
"1264","29677"
"1265","27460"
"1265","26409"
"1265","25923"
"1265","21924"
"1266","29833"
"1266","29246"
"1266","28757"
"1266","28265"
"1266","28199"
"1266","25902"
"1266","24943"
"1266","23367"
"1266","21845"
"1267","26226"
"1267","23435"
"1268","26616"
"1268","23439"
"1269","27586"
"1269","25516"
"1270","21297"
"1271","28449"
"1271","22755"
"1272","24613"
"1273","24024"
"1274","29220"
"1275","25916"
"1276","28678"
"1276","21161"
"1276","20961"
"1277","29086"
"1278","29053"
"1278","23599"
"1279","29487"
"1279","29387"
"1279","23673"
"1279","22660"
"1280","29510"
"1280","24634"
"1280","24423"
"1280","22741"
"1280","22602"
"1280","21865"
"1280","21315"
"1280","21255"
"1281","25932"
"1282","26007"
"1282","25970"
"1282","23569"
"1282","23255"
"1282","22804"
"1282","21303"
"1283","28291"
"1284","25894"
"1284","25534"
"1285","28032"
"1285","26495"
"1286","26170"
"1286","25539"
"1286","25391"
"1287","22815"
"1288","29513"
"1288","24125"
"1288","22871"
"1289","29415"
"1289","28566"
"1290","28140"
"1290","28064"
"1290","23116"
"1290","21509"
"1290","21450"
"1291","27617"
"1291","26590"
"1291","25023"
"1291","24718"
"1291","22071"
"1291","21900"
"1292","27196"
"1292","21652"
"1293","24113"
"1293","22383"
"1293","21837"
"1294","27945"
"1294","27701"
"1294","27359"
"1295","26456"
"1296","27988"
"1297","29080"
"1297","26100"
"1297","25269"
"1297","24642"
"1298","28576"
"1298","27739"
"1298","27715"
"1298","27589"
"1298","25904"
"1298","25292"
"1298","22588"
"1299","29573"
"1299","28108"
"1299","26879"
"1299","25639"
"1299","24297"
"1299","23577"
"1299","22170"
"1299","21187"
"1300","21567"
"1301","22558"
"1302","23390"
"1303","23635"
"1304","28295"
"1305","25904"
"1305","24997"
"1305","22632"
"1305","22298"
"1305","21306"
"1306","28698"
"1307","25575"
"1307","25362"
"1307","21152"
"1308","22512"
"1309","28859"
"1309","27616"
"1310","25230"
"1310","25229"
"1311","24860"
"1312","28906"
"1312","22457"
"1313","26776"
"1313","24438"
"1314","27953"
"1314","26329"
"1314","25554"
"1314","25007"
"1315","28012"
"1315","23902"
"1316","27788"
"1316","27603"
"1316","27161"
"1316","27106"
"1316","27079"
"1316","26455"
"1316","26267"
"1316","26184"
"1316","25989"
"1316","25475"
"1316","24146"
"1316","23996"
"1316","23936"
"1316","23831"
"1316","23625"
"1316","23535"
"1316","22717"
"1316","21688"
"1316","21120"
"1317","21668"
"1318","27236"
"1319","21458"
"1320","27537"
"1320","22618"
"1321","29803"
"1321","29024"
"1321","28058"
"1321","26081"
"1321","25899"
"1321","24602"
"1321","23548"
"1322","22427"
"1323","24932"
"1323","22886"
"1324","23517"
"1325","27484"
"1326","26141"
"1327","29492"
"1328","29087"
"1328","26993"
"1328","25293"
"1328","20981"
"1329","24587"
"1330","23630"
"1331","26625"
"1331","24343"
"1331","23128"
"1332","26347"
"1332","24031"
"1333","28557"
"1333","28529"
"1333","28476"
"1333","28080"
"1333","27111"
"1333","25904"
"1333","24033"
"1333","23734"
"1333","22093"
"1333","21667"
"1333","21158"
"1333","20830"
"1334","21540"
"1335","27018"
"1335","24442"
"1335","23604"
"1335","23288"
"1335","23160"
"1335","21640"
"1336","25323"
"1336","22981"
"1337","24131"
"1338","27473"
"1338","26844"
"1338","24305"
"1338","23881"
"1338","23448"
"1338","22470"
"1338","21340"
"1338","21032"
"1338","20823"
"1339","22469"
"1340","23679"
"1341","28257"
"1341","23821"
"1342","23986"
"1342","22345"
"1343","22535"
"1344","28084"
"1345","29239"
"1345","28662"
"1345","25365"
"1345","25175"
"1345","25097"
"1345","23170"
"1346","22553"
"1347","28173"
"1347","27841"
"1347","25893"
"1347","23461"
"1347","20824"
"1348","29531"
"1348","23175"
"1348","22347"
"1349","28882"
"1349","25013"
"1349","23531"
"1349","21549"
"1349","21403"
"1350","28845"
"1350","28648"
"1350","25841"
"1350","25695"
"1350","25136"
"1351","22049"
"1352","23341"
"1353","26035"
"1353","25251"
"1353","25221"
"1353","23393"
"1354","25772"
"1354","21225"
"1355","26598"
"1356","27778"
"1356","24382"
"1357","27697"
"1357","26611"
"1357","24976"
"1357","21949"
"1357","21755"
"1358","22832"
"1359","21440"
"1360","29836"
"1360","27051"
"1360","26702"
"1360","26624"
"1360","26399"
"1360","25939"
"1360","24732"
"1360","23882"
"1360","22436"
"1360","21051"
"1360","20813"
"1361","27892"
"1361","26673"
"1361","26359"
"1361","25818"
"1361","24982"
"1361","23574"
"1361","22119"
"1361","22039"
"1362","29845"
"1362","29732"
"1362","29629"
"1362","28920"
"1362","24676"
"1362","22680"
"1363","28446"
"1364","21508"
"1365","29107"
"1365","29038"
"1365","25944"
"1365","25410"
"1365","23473"
"1365","22910"
"1365","22381"
"1365","21287"
"1365","21243"
"1365","20819"
"1366","27190"
"1367","28709"
"1367","24233"
"1367","21059"
"1368","29589"
"1369","20890"
"1370","29072"
"1370","27602"
"1370","27164"
"1370","26999"
"1370","23381"
"1370","22287"
"1370","21979"
"1370","21190"
"1370","20965"
"1371","29564"
"1372","27337"
"1372","26715"
"1372","24785"
"1372","22480"
"1373","26683"
"1374","29610"
"1374","28351"
"1375","29140"
"1375","29082"
"1376","28987"
"1377","24178"
"1378","21253"
"1379","28905"
"1379","24529"
"1380","29571"
"1381","29840"
"1382","28677"
"1383","29891"
"1383","27426"
"1383","26290"
"1383","26021"
"1383","25271"
"1383","24348"
"1383","23965"
"1383","23572"
"1383","23082"
"1383","20839"
"1384","28722"
"1384","21947"
"1385","26414"
"1385","26273"
"1386","28479"
"1386","28460"
"1386","27547"
"1386","26630"
"1386","25358"
"1386","25163"
"1386","24807"
"1386","24493"
"1386","24147"
"1386","23800"
"1386","23550"
"1386","23271"
"1386","22563"
